,aid,themes,scores,title,types,year,directors,thems_map
81,tbs8gg4bepxyp2y,"['团队合作', '勇气和冒险', '忠诚和承诺', '生死抉择', '冲突与和解']","[10.0, 9.0, 9.0, 8.0, 7.0]",敢死队3,['犯罪' '惊悚' '冒险' '动作'],2014,['帕特里克·休斯'],"['团结与合作', '勇气和冒险', '忠诚和承诺', '生死抉择', '冲突与和解']"
82,am6jxwt5rzq6kba,"['人类与机器人的关系', '科技与未来', '团队合作', '善恶较量']","[9.0, 8.0, 7.0, 7.0]",变形金刚4：绝迹重生,['冒险' '科幻' '动作'],2014,['迈克尔·贝'],"['人类与自然的关系', '科技与未来', '团结与合作', '善恶较量']"
83,mzc00200wo66s5s,"['忠诚和承诺', '团结和支持', '勇气和冒险', '牺牲和奉献', '战争与和平', '生死抉择']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]",勇士连,['战争' '剧情' '历史' '动作'],2022,['罗乐'],"['忠诚和承诺', '团结和支持', '勇气和冒险', '牺牲和奉献', '战争与和平', '生死抉择']"
84,do8jr85z25fsq2v,"['灵异现象', '阴阳冲突', '真相与谎言', '诅咒与解除']","[10.0, 9.0, 8.0, 7.0]",笔仙2,['悬疑' '惊悚' '剧情' '恐怖'],2013,['安兵基'],"['灵异现象', '阴阳冲突', '真相与谎言', '诅咒与解除']"
85,mzc00200md6p11k,"['职业道德', '犯罪与黑帮', '善恶较量', '真相与谎言', '信任与背叛', '复仇与救赎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",反贪风暴5：最终章,['犯罪' '动作'],2021,['林德禄'],"['职业道德', '犯罪与惩罚', '善恶较量', '真相与谎言', '信任与背叛', '复仇与正义']"
86,mzc00200ydm1qe5,"['生死抉择', '困境与挑战', '勇敢面对困境', '真相与谎言']","[10.0, 9.0, 8.0, 7.0]",越界,['惊悚' '恐怖'],2021,['梁鸿华'],"['生死抉择', '生存与挑战', '勇敢面对困境', '真相与谎言']"
87,v6nwjtseqb43ots,"['心理与健康', '真相与谎言', '信任与背叛']","[10.0, 9.0, 8.0]",禁闭岛,['悬疑' '惊悚' '剧情'],2010,['马丁·斯科塞斯'],"['心理与健康', '真相与谎言', '信任与背叛']"
88,v9eycg48tq76x13,"['文化与传承', '神话与传说', '勇气和冒险', '成长与自我发现', '忠诚和团结']","[10.0, 9.0, 8.0, 7.0, 6.0]",魁拔,['动作' '奇幻' '儿童' '冒险' '动画'],2011,['王川'],"['文化与传承', '神话与传说', '勇气和冒险', '成长与自我发现', '忠诚和承诺']"
89,mzc0020031rztx1,"['忠诚和承诺', '勇气和冒险', '生死抉择', '团队合作', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]",军火大劫案,['悬疑' '动作'],2022,['靳浩'],"['忠诚和承诺', '勇气和冒险', '生死抉择', '团结与合作', '战争与和平']"
90,yzbcluqjqrs0bbw,"['勇气和冒险', '忠诚和团结', '冲突与和解', '友情', '信任和诚实', '善恶较量']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",举起手来,['战争' '喜剧' '搞笑'],2003,['冯小宁'],"['勇气和冒险', '忠诚和承诺', '冲突与和解', '友情', '信任和诚实', '善恶较量']"
91,yjko7f1b1muwdhe,"['信任与背叛', '牺牲与奉献', '职业道德', '真相与谎言', '竞争与合作']","[10.0, 9.0, 8.0, 7.0, 6.0]",致命魔术,['剧情' '奇幻' '科幻' '悬疑' '惊悚'],2006,['克里斯托弗·诺兰'],"['信任与背叛', '牺牲和奉献', '职业道德', '真相与谎言', '团结与合作']"
92,mzc00200tkvwr0s,"['环境与自然', '友情', '勇气和冒险', '团队合作', '成长与自我发现', '动物与人类和谐共处']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",海底小纵队：洞穴大冒险,['冒险' '喜剧' '动画'],2020,['布莱尔·西蒙斯' '周沁'],"['环境与自然', '友情', '勇气和冒险', '团结与合作', '成长与自我发现', '动物与人类和谐共处']"
93,mzc00200c2weo26,"['忠诚和承诺', '牺牲和奉献', '历史和文明', '政治与权力', '守护与捍卫', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",无名,['悬疑' '剧情' '历史'],2022,['程耳'],"['忠诚和承诺', '牺牲和奉献', '历史和文明', '政治与权力', '守护与捍卫', '生死抉择']"
94,mzc00200s5izod5,"['神秘与恐惧', '灵异现象', '家族秘密']","[10.0, 9.0, 8.0]",深宅迷案,['惊悚' '恐怖'],2021,['周军'],"['神秘与恐惧', '灵异现象', '家族秘密']"
95,uiq0rxuywu508qr,"['自卑与自信', '勇敢面对困境', '邻里关系', '江湖武侠', '善恶较量', '社会底层']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",功夫,['搞笑' '动作' '奇幻' '喜剧' '犯罪'],2004,['周星驰'],"['自信', '勇敢面对困境', '邻里关系', '江湖武侠', '善恶较量', '社会阶层']"
96,yri5vp8ou61cypl,"['家庭与团圆', '牺牲与奉献', '团队合作', '信任与背叛', '成长与自我发现', '勇敢面对困境']","[9.5, 9.0, 8.5, 8.0, 7.5, 7.0]",银河护卫队3,['动作' '惊悚' '喜剧' '科幻' '冒险'],2022,['詹姆斯·古恩'],"['家庭与团圆', '牺牲和奉献', '团结与合作', '信任与背叛', '成长与自我发现', '勇敢面对困境']"
97,mzc002005bx1q2u,"['女性力量与平等', '勇气和冒险', '自信', '职业道德', '团队合作', '信任与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",王牌女保镖之极速守护,['剧情' '动作'],2021,['卓可锋'],"['女性力量与平等', '勇气和冒险', '自信', '职业道德', '团结与合作', '信任与背叛']"
98,ndp227v6fdlk82h,"['团队合作', '忠诚和承诺', '勇气和冒险', '坚持与信念']","[9.0, 8.0, 8.0, 7.0]",侦察兵,['战争'],1974,['李文化'],"['团结与合作', '忠诚和承诺', '勇气和冒险', '坚持与信念']"
99,vel99iky5q7xjwt,"['战争与和平', '忠诚和承诺', '团队合作', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0]",渡江侦察记,['战争' '剧情'],1954,['汤晓丹'],"['战争与和平', '忠诚和承诺', '团结与合作', '勇气和冒险']"
100,zm91ry6rctntum8,"['环保意识', '勇敢面对困境', '友谊', '自我成长', '团队合作', '冒险精神']","[9.0, 8.0, 8.0, 7.0, 7.0, 7.0]",熊出没·奇幻空间,['搞笑' '奇幻' '儿童' '家庭' '冒险' '动画'],2017,['丁亮' '林永长'],"['环保意识', '勇敢面对困境', '友谊', '自我与成长', '团结与合作', '冒险精神']"
101,e3pdjwjjbbcmsow,"['忠诚和团结', '真爱与选择']","[10.0, 9.0]",唐伯虎点秋香,['喜剧' '搞笑' '爱情' '古装'],1993,['李力持'],"['忠诚和承诺', '真爱与选择']"
102,mzc00200ckwg9tt,"['环保意识', '团队合作', '勇敢面对困境', '成长与自我发现', '动物与人类和谐共处', '探索与冒险']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]",海底小纵队：火焰之环,['奇幻' '冒险' '动画'],2021,['周沁'],"['环保意识', '团结与合作', '勇敢面对困境', '成长与自我发现', '动物与人类和谐共处', '挑战与冒险']"
103,mzc00200ad2x0iv,"['职业道德', '复仇与救赎', '信任与背叛', '暗杀与黑暗世界', '真相与谎言']","[10.0, 9.0, 9.0, 8.0, 8.0]",完美的杀手,['悬疑' '惊悚' '剧情' '犯罪'],2017,['约瑟夫·帕克斯柯夫斯基'],"['职业道德', '复仇与正义', '信任与背叛', '暗杀与黑暗世界', '真相与谎言']"
104,mzc0020077pz5qf,"['家庭与团圆', '自我与成长', '忠诚和团结', '勇气和冒险', '亲情与成长']","[10.0, 9.0, 8.0, 7.0, 6.0]",狂虎危城,['动作' '奇幻' '灾难' '亲情' '武侠'],2020,['刘文普'],"['家庭与团圆', '亲情与成长', '忠诚和承诺', '勇气和冒险', '亲情与成长']"
105,mzc00200vz1bv25,"['友情与成长', '家庭与团圆', '探索与冒险', '亲情与成长', '勇气与冒险', '变身与适应']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",精灵旅社4：变身大冒险,['奇幻' '冒险' '喜剧' '动画'],2022,['德里克·德莱蒙' '詹妮弗·克鲁斯卡'],"['亲情与成长', '家庭与团圆', '挑战与冒险', '亲情与成长', '勇气与决定', '变身与适应']"
106,e5qmd3z5jr0uigk,"['成长与自我发现', '友谊', '忠诚与团结', '勇气与冒险', '诚实与信任', '善恶较量']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",赌侠,['剧情' '喜剧' '动作' '搞笑'],1990,['王晶'],"['成长与自我发现', '友谊', '忠诚与信任', '勇气与决定', '忠诚与信任', '善恶较量']"
107,vehyv3t0ith3r55,"['人类与机器人的关系', '科技与未来', '力量与责任', '团队合作', '友情与信任', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",变形金刚2,['科幻' '冒险' '动作'],2009,['迈克尔·贝'],"['人类与自然的关系', '科技与未来', '力量与责任', '团结与合作', '忠诚与信任', '战争与和平']"
108,f0xkmuqkpmxku1i,"['忠诚与背叛', '团队合作', '职业道德', '信任与背叛', '政治阴谋', '勇敢面对困境']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",碟中谍,['悬疑' '惊悚' '冒险' '动作'],1996,['布莱恩·德·帕尔玛'],"['信任与背叛', '团结与合作', '职业道德', '信任与背叛', '政治阴谋', '勇敢面对困境']"
109,gl4xpb4qp1lz30j,"['友谊与团结', '勇气与冒险', '团队合作', '乐观与积极', '音乐与情感', '自我成长']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",小马宝莉大电影,['歌舞' '喜剧' '儿童' '家庭' '冒险' '音乐' '动画'],2017,['杰森·西森'],"['友谊', '勇气与决定', '团结与合作', '乐观与积极', '音乐与艺术', '自我与成长']"
110,mzc00200np6jw8p,['团队合作'],[10.0],个十百千万,['纪录片'],,['孙扬' '胡旭彤'],['团结与合作']
111,9uu93gnec8z5x76,"['生死抉择', '勇气与冒险', '忠诚与团结', '战争与和平', '牺牲与奉献', '团队合作']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",1917,['战争' '剧情'],2019,['萨姆·门德斯'],"['生死抉择', '勇气与决定', '忠诚与信任', '战争与和平', '牺牲和奉献', '团结与合作']"
112,mzc00200nghghgg,"['友情与成长', '英雄成长', '冒险精神', '团队合作', '勇气与挑战', '力量与责任']","[9.0, 8.0, 8.0, 8.0, 7.0, 6.0]",刺猬索尼克2,['动作' '喜剧' '科幻' '冒险' '动画'],2022,['杰夫·福勒'],"['亲情与成长', '英雄成长', '冒险精神', '团结与合作', '勇气与决定', '力量与责任']"
113,vjrvzv3s517g6m8,"['文化与传承', '家庭与团圆', '自我与成长', '亲情与成长', '教育', '忠诚和承诺']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",寻梦环游记,['奇幻' '喜剧' '亲情' '家庭' '冒险' '音乐' '动画'],2017,['李·昂克里奇' '阿德里安·莫利纳'],"['文化与传承', '家庭与团圆', '亲情与成长', '亲情与成长', '教育', '忠诚和承诺']"
114,1bnyfttijufe0cq,"['家国情怀', '忠诚与团结', '勇气与冒险', '国家荣誉与使命', '牺牲与奉献', '职业道德']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",战狼,['战争' '动作'],2015,['吴京'],"['家国情怀', '忠诚与信任', '勇气与决定', '国家荣誉', '牺牲和奉献', '职业道德']"
115,i6vx35nh3gq7j53,"['警匪对决', '善恶较量', '团队合作', '勇气与冒险', '暗黑世界']","[10.0, 9.0, 8.0, 7.0, 6.0]",夜战风云,['犯罪' '动作' '搞笑'],2017,['朱昆洋' '寒月'],"['警匪对决', '善恶较量', '团结与合作', '勇气与决定', '暗杀与黑暗世界']"
116,fse52rd4klx7qn2,"['信任与背叛', '真爱与选择', '道义与背叛', '善恶较量', '人妖之间']","[10.0, 9.0, 9.0, 8.0, 7.0]",大话西游之大圣娶亲·加长纪念版,['爱情' '动作' '奇幻' '喜剧' '古装'],1995,['刘镇伟' '江约诚'],"['信任与背叛', '真爱与选择', '信任与背叛', '善恶较量', '人妖之间']"
117,mzc00200wq4mcuu,"['友情与牺牲', '成长与自我发现', '勇气与冒险', '选择与责任']","[10.0, 9.0, 8.0, 7.0]",新灰姑娘2,['奇幻' '动画'],2022,['爱丽丝·布莱哈特'],"['保护与牺牲', '成长与自我发现', '勇气与决定', '力量与责任']"
118,mzc00200up6yifl,"['成长与蜕变', '友谊', '勇气和冒险', '乐观向上', '阴谋与权谋']","[10.0, 9.0, 8.0, 7.0, 6.0]",西游记之七十二变,['奇幻' '喜剧' '动画'],,['覃劼'],"['成长与挑战', '友谊', '勇气和冒险', '乐观向上', '阴谋与权谋']"
119,mzc00200prn37on,"['兄弟关系', '身份对调', '企业抢夺战', '国际大案', '跨国重逢', '喜剧式励志']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",卧鼠藏虫,['剧情' '喜剧'],2022,['文松'],"['兄弟关系', '身份对调', '企业抢夺战', '国际大案', '跨国重逢', '喜剧式励志']"
120,ilkq0th65hfzzt1,"['自我与成长', '勇气和冒险', '真诚与友谊', '青春与成长', '善恶较量', '忠诚和承诺']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",龙神太子,['喜剧' '动作'],1992,['陈嘉上'],"['亲情与成长', '勇气和冒险', '友谊', '亲情与成长', '善恶较量', '忠诚和承诺']"
121,mzc00200zsf2rte,"['团队合作', '牺牲和奉献', '忠诚和承诺', '勇气和冒险', '历史和文明']","[10.0, 9.0, 8.0, 7.0, 6.0]",东溪突击,['战争' '历史'],2020,['余铁'],"['团结与合作', '牺牲和奉献', '忠诚和承诺', '勇气和冒险', '历史和文明']"
122,9ce6mqp44m5jj5x,"['人与自然的关系', '生存与挑战', '环境与自然', '勇敢面对困境', '恐惧与挑战', '灾难与生存']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",噬人鲨大战食人鳄,['灾难' '喜剧'],2010,['克里斯托弗·雷'],"['人类与自然的关系', '生存与挑战', '环境与自然', '勇敢面对困境', '生存与挑战', '灾难与生存']"
123,mzc00200076t50s,"['女性力量与平等', '科技与未来', '真相与谎言', '恐惧与挑战', '控制与解脱', '复仇与救赎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",隐形人,['恐怖' '剧情' '科幻' '悬疑' '惊悚' '犯罪'],2020,['雷·沃纳尔'],"['女性力量与平等', '科技与未来', '真相与谎言', '生存与挑战', '控制与解脱', '复仇与正义']"
124,mzc002004rm13qi,"['环境与自然', '生存与挑战', '勇气和冒险', '人类与自然的关系', '团队合作']","[9.0, 8.0, 8.0, 8.0, 7.0]",巨兽岛,['冒险' '科幻'],2021,['孙瑜'],"['环境与自然', '生存与挑战', '勇气和冒险', '人类与自然的关系', '团结与合作']"
125,3xkxy6w6cdj5bh1,"['团队合作', '生存与挑战', '人类与自然的关系', '勇敢面对困境', '科技与未来', '灾难与生存']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",环太平洋,['冒险' '灾难' '科幻' '动作'],2013,['吉尔莫·德尔·托罗'],"['团结与合作', '生存与挑战', '人类与自然的关系', '勇敢面对困境', '科技与未来', '灾难与生存']"
126,mzc00200fk7ihvs,"['环境与自然', '青春与成长', '命运与选择', '爱情与牺牲', '信念与坚持']","[10.0, 9.0, 8.0, 8.0, 7.0]",天气之子,['奇幻' '动画' '爱情'],2019,['新海诚'],"['环境与自然', '亲情与成长', '真爱与选择', '保护与牺牲', '信念与坚持']"
127,i43tfclvbhiy0kn,"['人机合作', '勇气与冒险', '团队合作', '人类与机器人的关系']","[10.0, 9.0, 8.0, 7.0]",大黄蜂,['冒险' '科幻' '动作'],2018,['特拉维斯·奈特'],"['人机合作', '勇气与决定', '团结与合作', '人类与自然的关系']"
128,mzc00200drnzvc7,"['复仇与救赎', '信任与背叛', '女性力量与平等', '真爱与选择', '正义与清明']","[10.0, 9.0, 8.0, 7.0, 6.0]",老板娘2无间潜行,['犯罪' '剧情' '爱情' '动作'],2022,['王晶'],"['复仇与正义', '信任与背叛', '女性力量与平等', '真爱与选择', '正义与清明']"
129,lpc2ry21etiyhmn,"['人类与机器人的关系', '勇气和冒险', '团队合作', '力量与责任', '科技与未来', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",变形金刚3,['冒险' '科幻' '动作'],2011,['迈克尔·贝'],"['人类与自然的关系', '勇气和冒险', '团结与合作', '力量与责任', '科技与未来', '战争与和平']"
130,hjdb95f8lxcyyew,"['科技与未来', '团队合作', '人工智能', '勇敢面对困境', '自我接受']","[10.0, 9.0, 8.0, 7.0, 6.0]",超能陆战队,['搞笑' '动作' '喜剧' '科幻' '冒险' '动画'],2014,['唐·霍尔' '克里斯·威廉姆斯'],"['科技与未来', '团结与合作', '人工智能', '勇敢面对困境', '自我接受']"
131,h0meep6p766jgqh,"['人类潜能', '信任与背叛', '团队合作', '命运与选择', '时空错位']","[10.0, 9.0, 8.0, 7.0, 6.0]",盗梦空间,['悬疑' '冒险' '剧情' '科幻'],2010,['克里斯托弗·诺兰'],"['人类潜能', '信任与背叛', '团结与合作', '真爱与选择', '时空错位']"
132,mzc00200di1sr5i,"['犯罪与黑帮', '困境与挑战', '警察与侦探', '正义与清明', '信任与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0]",犯罪现场,['悬疑' '惊悚' '剧情' '犯罪'],2019,['冯志强'],"['犯罪与惩罚', '生存与挑战', '警察与犯罪', '正义与清明', '信任与背叛']"
133,ndo1zbke1kg3sr6,"['信任与背叛', '职业道德', '暗杀与黑暗世界', '勇敢面对困境', '正义与清明']","[10.0, 9.0, 9.0, 8.0, 8.0]",格杀令,['犯罪' '冒险' '剧情' '动作'],1993,['高飞' '邹凤'],"['信任与背叛', '职业道德', '暗杀与黑暗世界', '勇敢面对困境', '正义与清明']"
134,mzc00200kqecmvk,"['成长与自我发现', '家庭与团圆', '友情', '文化与传承']","[9.0, 8.0, 8.0, 7.0]",新神榜：哪吒重生,['奇幻' '动画' '动作'],2021,['赵霁'],"['成长与自我发现', '家庭与团圆', '友情', '文化与传承']"
135,tj6ck0cxgfqegm9,"['牺牲与奉献', '勇气与冒险', '忠诚与承诺', '困境与挑战', '正义与清明', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",第一滴血3,['冒险' '战争' '动作' '惊悚'],1988,['彼得·麦克唐纳德'],"['牺牲和奉献', '勇气与决定', '忠诚与信任', '生存与挑战', '正义与清明', '生死抉择']"
136,xjwobi65jpwkwfq,"['忠诚与团结', '勇气和冒险', '团队合作', '正义与清明']","[10.0, 9.0, 8.0, 7.0]",小兵张嘎,['战争' '剧情' '儿童' '家庭'],1964,['崔嵬'],"['忠诚与信任', '勇气和冒险', '团结与合作', '正义与清明']"
137,mzc00200enuvthu,"['团队合作', '犯罪与黑帮', '善恶较量', '竞争与合作', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]",极盗行动,['喜剧' '犯罪'],2020,['艾列尔·维诺格拉德'],"['团结与合作', '犯罪与惩罚', '善恶较量', '团结与合作', '勇气和冒险']"
138,e18rfth1chm0gdw,"['友情', '忠诚', '自信', '冒险精神', '动物与人类和谐共处', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",女王的柯基,['喜剧' '动画'],2019,['本·斯塔森' '文森特·凯斯特鲁特'],"['友情', '忠诚与信任', '自信', '冒险精神', '动物与人类和谐共处', '勇敢面对困境']"
139,pb69zpzabgg1t7n,"['友情', '勇气与冒险', '成长与自我发现', '奇幻世界', '团队合作', '魔法与传说']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",哈利·波特与魔法石,['奇幻' '冒险' '家庭'],2001,['克里斯·哥伦布'],"['友情', '勇气与决定', '成长与自我发现', '奇幻世界', '团结与合作', '神话与传说']"
