,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
219,iXnfXrudWS1622777142225,FMUUXZhUDx1622777142364,trex,1.00,1.0000,1.0,1.0,周卡,憨豆先生,憨豆先生
220,LxmpUtVWqv1659936863995,pXcJOwdepC1664244061962,trex,28.00,9.3300,28.0,1.0,月卡,,
221,ntCRHIfvRA1673505385372,IEEMBPedqz1673506788513,trex,28.00,10.6400,28.0,5.0,月卡,,
222,iOajuTbXSr1626157126025,bkHXBHEHSd1672803042858,trex,1.00,0.5000,1.0,1.0,周卡,,喜羊羊与灰太狼
223,vojXTrzpQT1657099254503,dcvzdwivpy1650435646286,trex,28.00,9.3300,28.0,19.0,月卡,巴啦啦小魔仙,
224,rlOJxHkXma1685583289813,oBSBxFkglq1659660748806,trex,28.00,28.0000,28.0,5.0,月卡,,
225,IfGVJEPhZY1600778534573,yfUMVPgwIi1616471411151,trex,19.00,12.6600,19.0,1.0,月卡,迷你特工队,
226,VbHulUqOGv1604975827938,WJVRowjklL1605063106699,trex,22.00,22.0000,22.0,3.0,月卡,奥特曼,奥特曼
227,whKvkmrhjQ1661929411364,MrErPixGJB1641353528865,trex,1.00,0.3300,1.0,5.0,周卡,精灵梦叶罗丽,
228,PVQnVoVrKa1619160701846,ETnqakqORO1619160701216,trex,1.00,0.5000,1.0,1.0,周卡,,
229,wfpGEbJzog1599120789032,SPZjUIDBSD1626675808588,trex,22.00,22.0000,22.0,3.0,月卡,汤姆猫,会说话的汤姆猫
230,oBSBxFkglq1659660748806,xRCGhktbjA1667281933623,trex,19.00,19.0000,19.0,4.0,月卡,,
231,HgCggrKDkP1629110445085,rSpHAEkwVa1606974409138,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,奶龙、飞狗moco等
232,rWSWRUzPoL1601006304441,RISpVxzCeC1601006304441,trex,28.00,28.0000,28.0,4.0,月卡,小猪佩奇,小猪佩奇
233,FvAzgXoYMw1607075043285,BGwYVyWFTD1624959230250,trex,1.00,1.0000,1.0,1.0,周卡,萌鸡小队,萌鸡小队
234,SKrdakpQYI1647395959166,zTgrxSAJUR1646295986559,trex,1.00,1.0000,1.0,4.0,周卡,,
235,rJdwVasGff1682500608404,CvWCsalMAL1682496080639,trex,1.00,1.0000,1.0,1.0,周卡,,
236,VbHulUqOGv1604975827938,kDhWpGlbee1604975827938,trex,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
237,RqVmIZkcKv1690860161766,EtoGwzMkmD1673259220418,trex,6.60,6.6000,6.6,1.0,月卡,,
238,aXOTNQUOnx1646821175650,ikyCNczvVa1658370126217,trex,28.00,28.0000,28.0,2.0,月卡,,
239,VrdfGroifZ1599120789023,OcRHGnjIyg1635844329997,trex,1.00,1.0000,1.0,2.0,周卡,心奇爆龙战车,心奇
240,VOeLnaJHFe1616471411787,yfUMVPgwIi1616471411151,trex,19.00,6.3300,19.0,1.0,月卡,迷你特工队,迷你特工队
241,BGwYVyWFTD1624959230250,BiBNnoJqGV1624959230618,trex,28.00,28.0000,28.0,12.0,月卡,萌鸡小队,萌鸡小队
242,RqVmIZkcKv1690860161766,iRdDTVcUVg1611236386907,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
243,pCOoOSvyBT1621843434723,dcFXccjtWN1670988679451,trex,66.00,13.2000,66.0,1.0,季卡,,天线宝宝
244,acZMEasvmY1632971111574,BzxTCFpJoo1605167479239,trex,22.00,22.0000,22.0,13.0,月卡,奥特曼,奥特曼
245,TjoClugIJS1624522578605,HehoRPwhOF1627630107177,trex,28.00,8.0000,28.0,8.0,月卡,,
246,jjWRByWdXY1600773805774,MrErPixGJB1641353528865,trex,28.00,28.0000,28.0,7.0,月卡,精灵梦叶罗丽,精灵梦叶罗丽
247,MYqzwTgTUJ1670464318083,TYNPSAXJJg1683612665555,trex,89.00,89.0000,89.0,23.0,季卡,,
248,TWLFYaSwzS1615262192462,dcFXccjtWN1670988679451,trex,28.00,14.0000,28.0,2.0,月卡,,超级宝贝JoJo
249,ufQwEQtxiR1683336457830,nmsViYFPMx1680596525311,trex,19.00,9.5000,19.0,1.0,月卡,,
250,GeIGdRxIZe1604458768696,trqEUjHMXd1604458768696,trex,28.00,18.6600,28.0,4.0,月卡,帮帮龙,帮帮龙
251,wMnmkDzCCx1687335278901,TZvnQgWOjc1665211858040,trex,19.00,19.0000,19.0,12.0,月卡,,
252,DZnXRryQAT1601214717245,iKibTTGiih1601214717245,trex,28.00,28.0000,28.0,3.0,月卡,小猪佩奇,小猪佩奇
253,zdLlyWhyhw1604641798409,qotbKsuTfl1604641798409,trex,28.00,18.6600,28.0,2.0,月卡,咪好一家,咪好一家
254,lDAgyXHvFY1683337201524,FAIoDAgzuX1683194754282,trex,19.00,18.9900,19.0,1.0,月卡,,
255,acZMEasvmY1632971111574,MkVBIVsqib1654516585174,trex,22.00,22.0000,22.0,6.0,月卡,,奥特曼
256,vCsdSpkYjQ1680586693140,vxquWjYHFz1663727968750,trex,59.00,29.5000,59.0,2.0,季卡,,
257,fECdaJLhSA1604043122786,myBUORExsy1676272178125,trex,1.00,1.0000,1.0,1.0,周卡,,小猪佩奇
258,zOGXLpMHQc1612921864427,sgQFCojTJy1619605032191,trex,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
259,ySVWiKIcMM1599554110527,trqEUjHMXd1604458768696,trex,28.00,9.3300,28.0,4.0,月卡,帮帮龙,帮帮龙
260,gMnOxPLkyS1612352626101,BJRQiJWljv1612352626337,trex,28.00,18.6600,28.0,14.0,月卡,,
261,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,19.00,9.5000,19.0,1.0,月卡,,
262,VStvLqjESK1676980141895,EPjzyYBWPr1655798857797,trex,89.00,89.0000,89.0,7.0,季卡,,
263,bXRohrKyRJ1604458768696,NaWweyWfDJ1604458768696,trex,19.00,19.0000,19.0,2.0,月卡,精灵梦叶罗丽,精灵梦叶罗丽
264,CZDSdBysCK1627630107716,HehoRPwhOF1627630107177,trex,28.00,8.0000,28.0,8.0,月卡,,
265,nrojIiBsJE1679983410692,fIEyPwApFI1672903819874,trex,9.90,9.9000,9.9,1.0,月卡,,
266,iOPHJSmMpM1661735705470,bbdCVSFReO1630376025467,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
267,TfppkLVUXD1606974409138,zhvxKihfqb1605582983847,trex,28.00,14.0000,28.0,5.0,月卡,奥特曼,奥特曼
268,VjkivqCwDB1611919080091,BJRQiJWljv1612352626337,trex,28.00,9.3300,28.0,14.0,月卡,,
269,sTuXtscHGg1660283881528,dcFXccjtWN1670988679451,trex,28.00,28.0000,28.0,5.0,月卡,,
270,HLRRdkSPaM1619091752931,aHDywDRKcj1617789061893,trex,9.90,9.9000,9.9,1.0,月卡,,
271,KcLUnaQzax1682498008320,kwmMztMKCr1684139625983,trex,1.00,1.0000,1.0,1.0,周卡,,
272,IeRYTeTJOy1668577929415,zkqnMCwheM1678264990911,trex,28.00,28.0000,28.0,10.0,月卡,,
273,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,59.00,59.0000,59.0,5.0,季卡,奶龙、飞狗moco等,
274,wYrcgGcaGm1658804556943,ISAKdfyELr1658804821747,trex,6.60,6.6000,6.6,7.0,月卡,,
275,iRdDTVcUVg1611236386907,tftfYiDenv1658217865573,trex,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
276,QXbvDDleNt1679036774012,MyMogneyoR1667815716762,trex,28.00,28.0000,28.0,14.0,月卡,,
277,EzgdorGlpZ1618120705154,oHaOmUwrgj1662014528684,trex,69.00,34.5000,69.0,13.0,季卡,,哆啦A梦
278,UPdHIgVdHs1682506060206,GgiLMrSyJz1689242116239,trex,49.00,49.0000,49.0,5.0,季卡,,
279,KfAknwJbKf1604458768696,joJTzIaRxd1676359600287,trex,19.00,6.3300,19.0,19.0,月卡,,魔仙俏娇娃
280,mvMmXYZncl1601214717245,DZnXRryQAT1601214717245,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
281,BQYLMwcLMD1654148623379,IJmnMQOlWD1629181395600,trex,19.00,19.0000,19.0,1.0,月卡,,
282,sTuXtscHGg1660283881528,AKVzBJYbhO1687937013336,trex,19.00,19.0000,19.0,3.0,月卡,,
283,vzzioKATQa1681268791040,oeXiwxCEmm1682499792605,trex,28.00,14.0000,28.0,3.0,月卡,,
284,INFUPeKarw1604975827938,vujwnFQbCE1604975827938,trex,19.00,19.0000,19.0,3.0,月卡,奥特曼,奥特曼
285,JuSzOrwyfr1687311770348,DzJaWsUnmj1682498374804,trex,28.00,28.0000,28.0,9.0,月卡,,
286,dNUkdLPkci1585650051748,hySsvHQcbe1639988434585,trex,28.00,28.0000,28.0,3.0,月卡,,超级宝贝JoJo
287,GbqqbVEFAI1606285108234,muVrHJhTpq1606285108234,trex,55.00,45.8500,55.0,18.0,季卡,芭比,芭比
288,QtVxlMBLWz1688620704695,TxwHaxEqjm1678941730402,trex,19.00,7.6000,19.0,4.0,月卡,,
289,HgCggrKDkP1629110445085,jnHvixajOk1673855089895,trex,1.00,1.0000,1.0,1.0,周卡,,奶龙、飞狗moco等
290,FMUUXZhUDx1622777142364,dBzuWWBLpb1638411149142,trex,1.00,1.0000,1.0,1.0,周卡,憨豆先生,憨豆先生
291,eEYPJWEAkn1649833344393,RfJfgkbMTy1620798057392,trex,19.00,19.0000,19.0,2.0,月卡,彩虹宝宝,
292,dyILJGATFU1662601083618,DZnXRryQAT1601214717245,trex,19.00,3.8000,19.0,1.0,月卡,小猪佩奇,
293,fECdaJLhSA1604043122786,dimaHNhjke1602313839424,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,小猪佩奇
294,NvZvUgveye1658742264930,UPdHIgVdHs1682506060206,trex,9.90,9.9000,9.9,1.0,月卡,,
295,ZjJahURwmX1684481606838,TWLFYaSwzS1615262192462,trex,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,
296,DZnXRryQAT1601214717245,EmGUinUUID1601006304441,trex,28.00,28.0000,28.0,4.0,月卡,小猪佩奇,小猪佩奇
297,SngXWhVADG1677720872435,ovUCdUsklm1666145867408,trex,209.00,209.0000,209.0,1.0,年卡,,
298,aCEOvNYFXj1605249489173,HrdjqqPfPH1659592081029,trex,1.00,0.2500,1.0,1.0,周卡,,奥特曼
299,hsasUCmyrP1622791919526,tZCndpsaOc1622791918814,trex,89.00,89.0000,89.0,2.0,季卡,海绵宝宝,海绵宝宝
300,LcfYyPZeKw1606285108234,muVrHJhTpq1606285108234,trex,55.00,45.8500,55.0,18.0,季卡,芭比,芭比
301,sBnnJXAGXb1606285108234,muVrHJhTpq1606285108234,trex,55.00,45.8500,55.0,18.0,季卡,芭比,芭比
302,KlHNSLhbBh1667809683398,HehoRPwhOF1627630107177,trex,28.00,4.0000,28.0,8.0,月卡,,
303,HgCggrKDkP1629110445085,EtoGwzMkmD1673259220418,trex,19.00,9.5000,19.0,1.0,月卡,,奶龙、飞狗moco等
304,QtVxlMBLWz1688620704695,wdIZnLoVAZ1637670631371,trex,59.00,59.0000,59.0,5.0,季卡,汽车世界,
305,LEIqjvJmhT1600172556833,WoyDVnWttc1623402501342,trex,28.00,28.0000,28.0,4.0,月卡,,
306,acZMEasvmY1632971111574,THpNpyuawS1605063106699,trex,89.00,89.0000,89.0,1.0,季卡,奥特曼,奥特曼
307,iQmMCZkBYZ1657006090419,FlXcsUAkcX1638945495163,trex,28.00,28.0000,28.0,2.0,月卡,,
308,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,
309,dNUkdLPkci1585650051748,dzweDUESls1647418756548,trex,9.90,9.9000,9.9,1.0,月卡,,超级宝贝JoJo
310,booCmTupLt1617335839554,hLAauHGAak1623117704549,trex,28.00,28.0000,28.0,8.0,月卡,汪汪队,汪汪队
311,jeXkANIHVC1672813299745,JKqoTxlGTU1681717129469,trex,22.00,22.0000,22.0,21.0,月卡,,
312,MSvsBpUbFK1682651450851,RrUawZqRPd1667892197433,trex,28.00,28.0000,28.0,3.0,月卡,,
313,WxSARGDVqd1660543593749,nPntsbvenu1660719769740,trex,1.00,1.0000,1.0,1.0,周卡,,
314,ePhYWeVzZZ1600856680039,RXqnYraUqm1672039640002,trex,69.00,69.0000,69.0,5.0,季卡,,奶龙、飞狗moco等
315,mhQkIYDPrM1667219598585,NmiaigTajY1637581484717,trex,28.00,28.0000,28.0,19.0,月卡,植物大战僵尸,
316,ZjJahURwmX1684481606838,LYBWueiSVs1654910640173,trex,28.00,28.0000,28.0,2.0,月卡,,
317,EtoGwzMkmD1673259220418,wfpGEbJzog1599120789032,trex,59.00,59.0000,59.0,2.0,季卡,会说话的汤姆猫,
318,mpDPZNPzwo1612495487239,tRGLdaIUUo1655711418632,trex,69.00,69.0000,69.0,7.0,季卡,,猪猪侠
319,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,28.00,28.0000,28.0,5.0,月卡,,
320,tmDjDAZILo1662534836922,htkKxjevft1664177915601,trex,28.00,28.0000,28.0,2.0,月卡,,
321,jrBIzurAEP1679035460357,oeXiwxCEmm1682499792605,trex,19.00,19.0000,19.0,1.0,月卡,,
322,FtIdDbRumK1635473378271,nmsViYFPMx1680596525311,trex,19.00,9.5000,19.0,1.0,月卡,,咖宝车神
323,NkLwJIXPqs1662603677803,ZjxPqCutQt1635145634427,trex,28.00,28.0000,28.0,3.0,月卡,,
324,dNUkdLPkci1585650051748,TWLFYaSwzS1615262192462,trex,1.00,56.0000,1.0,1.0,周卡,超级宝贝JoJo,超级宝贝JoJo
325,hZxMabbHck1669253157494,jnHvixajOk1673855089895,trex,19.00,9.5000,19.0,1.0,月卡,,
326,zcnpSGiwEJ1673855691116,MovifTskOq1668569368430,trex,9.90,9.9000,9.9,1.0,月卡,,
327,MsuECOYeLy1604975827938,oWnibOsLti1604975827938,trex,1.00,1.0000,1.0,1.0,周卡,,
328,EtoGwzMkmD1673259220418,wfpGEbJzog1599120789032,trex,1.00,0.5000,1.0,1.0,周卡,会说话的汤姆猫,
329,saErrhtYrY1664341795960,iCyOqMkIYx1676882325349,trex,19.00,9.5000,19.0,1.0,月卡,,
330,vKOWiduiLz1604456691700,VcRbvPwZki1604456691700,trex,1.00,1.0000,1.0,1.0,周卡,托马斯小火车,托马斯小火车
331,booCmTupLt1617335839554,EotmMxUBoM1615361898362,trex,22.00,11.0000,22.0,12.0,月卡,百变布鲁可,汪汪队
332,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,trex,19.00,9.5000,19.0,1.0,月卡,奶龙、飞狗moco等,
333,vuvjOYRqRg1625796564355,bXRohrKyRJ1604458768696,trex,1.00,1.0000,1.0,1.0,周卡,精灵梦叶罗丽,
334,GDKMtlpNxF1600778534573,IfGVJEPhZY1600778534573,trex,28.00,28.0000,28.0,5.0,月卡,,
335,zdJJsEcVXs1611317557673,LkttuGfByQ1687258543520,trex,59.00,59.0000,59.0,8.0,季卡,,益智宝贝
336,NvZvUgveye1658742264930,GgiLMrSyJz1689242116239,trex,1.00,0.7500,1.0,13.0,周卡,,
337,RfBwAgrsNq1636458112009,ZAGdZlVCeU1636600939464,trex,19.00,19.0000,19.0,1.0,月卡,,
338,NLKzvdvszr1603097958878,zffExdaXBP1684981583678,trex,1.00,1.0000,1.0,2.0,周卡,,海底小纵队
339,dNUkdLPkci1585650051748,TWLFYaSwzS1615262192462,trex,55.00,56.0000,55.0,2.0,季卡,超级宝贝JoJo,超级宝贝JoJo
340,,EcjztyVhJg1689303456414,,,1.0000,,,,,猪猪侠
341,,tftfYiDenv1658217865573,,,9.9000,,,,,猪猪侠
342,,QtVxlMBLWz1688620704695,,,1.0000,,,,,猪猪侠
343,,QtVxlMBLWz1688620704695,,,1.0000,,,,,猪猪侠
344,,dNUkdLPkci1585650051748,,,19.0000,,,,超级宝贝JoJo,猪猪侠
345,,dcFXccjtWN1670988679451,,,9.3300,,,,,猪猪侠
346,tftfYiDenv1658217865573,HgCggrKDkP1629110445085,replace,19.00,3.8000,19.0,1.0,月卡,奶龙、飞狗moco等,
347,VbHulUqOGv1604975827938,YFkScDxspr1605063106699,replace,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
348,OHfpSPOqVR1650444348251,VgcDZMLJbY1660546321161,replace,1.00,1.0000,1.0,1.0,周卡,,小猪佩奇
349,vJOEicGMxI1648458688185,BGwYVyWFTD1624959230250,replace,19.00,19.0000,19.0,1.0,月卡,萌鸡小队,
350,vuvjOYRqRg1625796564355,XwZAFngsLA1640316785550,replace,1.00,1.0000,1.0,1.0,周卡,,
351,HsNhrjUABA1612173999589,BSXmafdGgF1659951344674,replace,49.00,7.0000,49.0,1.0,季卡,,
352,sqTufNIWFr1675222700175,SJrpTgiOZY1678244128983,replace,1.00,1.0000,1.0,1.0,周卡,,
353,gpzttiXrjK1641437134605,rSpHAEkwVa1606974409138,replace,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
354,dNUkdLPkci1585650051748,sTuXtscHGg1660283881528,replace,1.00,1.0000,1.0,1.0,周卡,,超级宝贝JoJo
355,acZMEasvmY1632971111574,kDhWpGlbee1604975827938,replace,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
356,FvAzgXoYMw1607075043285,TWLFYaSwzS1615262192462,replace,28.00,28.0000,28.0,2.0,月卡,超级宝贝JoJo,萌鸡小队
357,RqVmIZkcKv1690860161766,HgCggrKDkP1629110445085,replace,19.00,3.8000,19.0,1.0,月卡,奶龙、飞狗moco等,
358,jBFOZMiYPJ1611912236338,taIEOaqDyI1680504589162,replace,59.00,59.0000,59.0,5.0,季卡,,
359,qJOsiIczzB1603373597958,KhsbZzkLaZ1642963809534,replace,59.00,59.0000,59.0,3.0,季卡,碰碰狐,碰碰狐
360,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,,19.00,,19.0,3.0,月卡,超级宝贝JoJo,
361,ljBQVzHtwm1604037148198,dNUkdLPkci1585650051748,,55.00,,55.0,6.0,季卡,超级宝贝JoJo,汽车世界
362,BInVDcgprf1629197625980,dNUkdLPkci1585650051748,,19.00,,19.0,7.0,月卡,超级宝贝JoJo,贝乐虎
363,MPJxFrTdVN1609897895618,dNUkdLPkci1585650051748,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,熊出没
364,dNUkdLPkci1585650051748,dNUkdLPkci1585650051748,,19.00,19.0000,19.0,1.0,月卡,超级宝贝JoJo,超级宝贝JoJo
365,WkUZVBNcWC1610977284673,QtVxlMBLWz1688620704695,,28.00,,28.0,3.0,月卡,,西游记
366,MPJxFrTdVN1609897895618,VnukKzayCX1672030917761,,28.00,56.0000,28.0,3.0,月卡,,熊出没
367,VbHulUqOGv1604975827938,QtVxlMBLWz1688620704695,,1.00,,1.0,2.0,周卡,,奥特曼
368,IPTkouXVlV1620798057344,dNUkdLPkci1585650051748,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,彩虹宝宝
369,kkearAciOu1608551836986,VnukKzayCX1672030917761,,1.00,0.5000,1.0,1.0,周卡,,宝宝巴士
370,daHbYGoqCG1601006304441,VnukKzayCX1672030917761,,49.00,,49.0,4.0,季卡,,小猪佩奇
371,jAGHvKfxCC1601282023158,tftfYiDenv1658217865573,,49.00,25.5000,49.0,1.0,季卡,,小猪佩奇
372,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,,19.00,19.0000,19.0,1.0,月卡,超级宝贝JoJo,超级宝贝JoJo
373,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,,1.00,,1.0,1.0,周卡,,奶龙、飞狗moco等
374,nmyUqVpBlr1614164299502,EcjztyVhJg1689303456414,,22.00,,22.0,4.0,月卡,,汪汪队
375,TixJDwvIMh1629110448028,QtVxlMBLWz1688620704695,,28.00,,28.0,2.0,月卡,,
376,LGsjnhCqgB1607597946533,VbHulUqOGv1604975827938,,28.00,,28.0,13.0,月卡,奥特曼,奥特曼
377,BqNowGqwxh1681379911904,VnukKzayCX1672030917761,,28.00,56.0000,28.0,17.0,月卡,,
378,jAGHvKfxCC1601282023158,EcjztyVhJg1689303456414,,28.00,,28.0,4.0,月卡,,小猪佩奇
379,RqVmIZkcKv1690860161766,EcjztyVhJg1689303456414,,1.00,,1.0,1.0,周卡,,
380,biubyeIEjJ1619605032747,EcjztyVhJg1689303456414,,28.00,28.0000,28.0,1.0,月卡,,汪汪队
381,QtVxlMBLWz1688620704695,VbHulUqOGv1604975827938,,28.00,,28.0,7.0,月卡,奥特曼,
382,acZMEasvmY1632971111574,VbHulUqOGv1604975827938,,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
383,tFcQJWZtHz1604545090958,QtVxlMBLWz1688620704695,,28.00,,28.0,2.0,月卡,,
384,nmyUqVpBlr1614164299502,QtVxlMBLWz1688620704695,,28.00,,28.0,2.0,月卡,,汪汪队
385,WrwTVEHaKy1691143673974,VbHulUqOGv1604975827938,,1.00,,1.0,2.0,周卡,奥特曼,
386,YRHNxelvFW1640069730807,QtVxlMBLWz1688620704695,,49.00,,49.0,11.0,季卡,,咚咚玩具屋
387,tftfYiDenv1658217865573,VnukKzayCX1672030917761,,229.00,,229.0,3.0,年卡,,
388,NeBzRSmxnm1628047578871,EcjztyVhJg1689303456414,,1.00,28.0000,1.0,2.0,周卡,,小猪佩奇
389,OAiekQZZga1657253060866,VbHulUqOGv1604975827938,,28.00,,28.0,4.0,月卡,奥特曼,
390,hdXjowZDFX1691143673506,CpynUSxVcq1602658146020,trex,55.00,55.0000,55.0,3.0,季卡,瑞奇宝宝,
391,yIxyNQnmRO1604641798409,mbEdlFrvfi1604458768696,trex,1.00,1.0000,1.0,1.0,周卡,兔小贝,兔小贝
392,slWMgbEgMt1599120789021,HDatKhEbLZ1641893195135,trex,28.00,28.0000,28.0,1.0,月卡,,贝乐虎
393,NpzWmmKlzC1599643696220,tzayrZTxuF1603373597958,trex,28.00,28.0000,28.0,21.0,月卡,碰碰狐,亲宝
394,HDatKhEbLZ1641893195135,slWMgbEgMt1599120789021,trex,1.00,0.3300,1.0,1.0,周卡,贝乐虎,
395,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,,9.90,,9.9,1.0,月卡,超级宝贝JoJo,
396,VnukKzayCX1672030917761,VbHulUqOGv1604975827938,,1.00,,1.0,1.0,周卡,奥特曼,
397,dNUkdLPkci1585650051748,dNUkdLPkci1585650051748,,19.00,1.0000,19.0,3.0,月卡,超级宝贝JoJo,超级宝贝JoJo
398,EtoGwzMkmD1673259220418,tftfYiDenv1658217865573,,19.00,,19.0,1.0,月卡,,
399,RqVmIZkcKv1690860161766,VbHulUqOGv1604975827938,,1.00,,1.0,1.0,周卡,奥特曼,
400,acZMEasvmY1632971111574,VbHulUqOGv1604975827938,,19.00,,19.0,2.0,月卡,奥特曼,奥特曼
401,HQxPqhSsuF1598351177549,VbHulUqOGv1604975827938,,19.00,,19.0,2.0,月卡,奥特曼,贝乐虎
402,fogofZaBCA1623919006921,VbHulUqOGv1604975827938,,19.00,,19.0,2.0,月卡,奥特曼,茁贝儿歌
403,QtVxlMBLWz1688620704695,QtVxlMBLWz1688620704695,,19.00,9.5000,19.0,3.0,月卡,,
404,dJtprTbOtC1614159028243,QtVxlMBLWz1688620704695,,1.00,,1.0,1.0,周卡,,汽车世界
405,WUBYMZhQzt1685430742526,tftfYiDenv1658217865573,,19.00,,19.0,1.0,月卡,,
406,acZMEasvmY1632971111574,dNUkdLPkci1585650051748,,19.00,,19.0,1.0,月卡,超级宝贝JoJo,奥特曼
407,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,
408,VrdfGroifZ1599120789023,VbHulUqOGv1604975827938,,1.00,1.0000,1.0,1.0,周卡,奥特曼,心奇
409,VbHulUqOGv1604975827938,VnukKzayCX1672030917761,,1.00,,1.0,1.0,周卡,,奥特曼
410,wNdOBUYOvy1642575042856,VbHulUqOGv1604975827938,,1.00,,1.0,1.0,周卡,奥特曼,飞狗moco
411,wdIZnLoVAZ1637670631371,tftfYiDenv1658217865573,,1.00,,1.0,3.0,周卡,,汽车世界
412,muDUMGkXLt1603097958878,VnukKzayCX1672030917761,,59.00,,59.0,6.0,季卡,,海底小纵队
413,TWLFYaSwzS1615262192462,tftfYiDenv1658217865573,,1.00,,1.0,1.0,周卡,,超级宝贝JoJo
414,mqWmcoUrMh1653645175924,gEzUCwqhgI1655188284993,trex,1.00,1.0000,1.0,1.0,周卡,,
415,nmyUqVpBlr1614164299502,ibrSTyQxgz1631237577564,trex,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
416,oBcbaIieLU1642747247889,jgZRYbESmP1659594866556,trex,59.00,59.0000,59.0,7.0,季卡,,
417,lShiqwxuIs1660718812923,nAjZSSZbHC1660716305961,trex,1.00,1.0000,1.0,1.0,周卡,,
418,iXTrcWcluw1624618559955,VWlzellqoJ1650856810839,trex,19.00,19.0000,19.0,1.0,月卡,,
419,MPJxFrTdVN1609897895618,CgiXixbcDG1617689537381,trex,19.00,19.0000,19.0,1.0,月卡,熊出没,熊出没
420,vuvjOYRqRg1625796564355,cnJsMXksKs1675301532751,trex,28.00,28.0000,28.0,1.0,月卡,,
421,KSUsEaRasV1663914981646,NaVtGHnfId1622443874423,trex,1.00,1.0000,1.0,1.0,周卡,奶龙、飞狗moco等,
422,kVNhjHayvF1678165720487,cTjKhjTiEf1678156578281,trex,28.00,28.0000,28.0,1.0,月卡,,
423,WtPfCXqRjJ1676535678194,NhBoSgKdFV1676535393503,trex,9.90,9.9000,9.9,1.0,月卡,,
424,sTuXtscHGg1660283881528,yneFnlmkLi1618212313640,trex,1.00,1.0000,1.0,2.0,周卡,倒霉蛋涂涂,
425,dYcbPbcaLl1678082682631,tnjCztgCUb1681720717579,trex,28.00,28.0000,28.0,21.0,月卡,,
426,daHbYGoqCG1601006304441,RISpVxzCeC1601006304441,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,小猪佩奇
427,qjEvACyiMq1670303877887,hxhmkSpAXi1670463115746,trex,28.00,28.0000,28.0,3.0,月卡,,
428,dcFXccjtWN1670988679451,ovUCdUsklm1666145867408,trex,1.00,1.0000,1.0,1.0,周卡,,
429,vnUgWOfoOv1676272088171,tbREdFlzmD1604138402100,trex,19.00,9.5000,19.0,1.0,月卡,小猪佩奇,
430,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,19.00,19.0000,19.0,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
431,VbHulUqOGv1604975827938,cbdEmBEaHF1605063106699,trex,19.00,19.0000,19.0,3.0,月卡,奥特曼,奥特曼
432,KcLUnaQzax1682498008320,gsTXqByqQg1676950384469,trex,19.00,19.0000,19.0,1.0,月卡,,
433,cbJKXBSZnA1653987670678,wgIKFPmLDT1611063103801,trex,28.00,28.0000,28.0,2.0,月卡,动物兄弟,
434,dNUkdLPkci1585650051748,sTuXtscHGg1660283881528,trex,49.00,49.0000,49.0,1.0,季卡,,超级宝贝JoJo
435,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,19.00,9.5000,19.0,3.0,月卡,超级宝贝JoJo,超级宝贝JoJo
436,tYmxOqASVi1676865807136,OHfpSPOqVR1650444348251,trex,9.90,9.9000,9.9,1.0,月卡,小猪佩奇,
437,hqipRLhtSL1686712452225,MBzYebUHru1685433419976,trex,1.00,0.9900,1.0,2.0,周卡,,
438,hcYChBFWVj1678098253035,oeXiwxCEmm1682499792605,trex,9.90,9.9000,9.9,1.0,月卡,,
