,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
522,mzc00200vkdojwu,九叔之夜行疯魔,2021,['搞笑' '剧情' '动作' '爱情' '喜剧' '悬疑' '惊悚'],"['困境与挑战', '勇气与冒险']","[9.0, 8.0]","['好奇', '幽默', '喜悦', '欢乐']","[3.06, 2.97, 2.64, 2.31]",4,2
523,mzc0020068esiww,这么多年,2022,['剧情' '家庭' '爱情'],"['青春与成长', '真爱与选择', '女性力量与平等']","[10.0, 9.0, 8.0]",['压抑'],[1.6],1,3
524,f1m28hyp9ebwrrs,危险关系,2012,['剧情' '爱情'],"['真爱与选择', '信任与背叛', '权力与欲望']","[10.0, 9.0, 8.0]",[],[],0,3
525,ykvscyzl46pi5xc,三十二,2014,['纪录片' '历史'],"['女性力量与平等', '社会平等', '信念与坚持']","[10.0, 9.0, 9.0]","['痛苦', '爱国']","[2.667, 2.333]",2,3
526,mzc00200pcxqtjm,追虎擒龙,2021,['剧情' '犯罪' '动作'],"['犯罪与黑帮', '忠诚与承诺', '信任']","[9.5, 9.0, 8.5]","['痛苦', '壮志', '悲痛', '敬意', '压迫', '残暴']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]",6,3
527,ztnpctziozsz5y5,金刚,2005,['爱情' '动作' '奇幻' '科幻' '冒险'],"['人与自然', '生死与牺牲', '探索与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
528,mzc00200sega1nv,纸人回魂,,['悬疑' '惊悚' '恐怖' '亲情'],"['亲情疏远与和解', '信仰与迷信']","[9.0, 8.0]",['诡异'],[5.0],1,2
529,pg8g3luz3l2b8ap,旺角卡门,1988,['爱情' '剧情' '犯罪'],"['友谊', '犯罪与黑帮', '忠诚与承诺']","[10.0, 9.0, 8.0]",[],[],0,3
530,4e62aswdyxgxfzw,小羊肖恩,2015,['搞笑' '喜剧' '家庭' '冒险' '动画'],"['友谊', '成长与挑战', '创新与反传统']","[10.0, 9.0, 8.0]","['欢乐', '快乐']","[6.75, 6.0]",2,3
531,0ioqy4gkt8ofxyb,一次邂逅,2014,['剧情' '爱情'],"['友谊', '自我与成长']","[9.0, 8.0]","['幸福', '温馨', '沉重', '伤心', '欢乐']","[2.97, 2.97, 2.64, 2.64, 2.64]",5,2
532,f0hpbdumljle878,从今以后,2010,['奇幻' '悬疑' '剧情'],"['信任', '生命与死亡', '勇气与冒险']","[10.0, 9.0, 9.0]",[],[],0,3
533,amh0eyw7h6neicm,中国警花,2018,['犯罪' '动作'],"['女性力量与平等', '信任', '勇气与冒险']","[10.0, 9.0, 9.0]","['友爱', '紧张']","[2.667, 2.333]",2,3
534,ikn7z1dc8a2td8v,猎杀U-571,2000,['战争' '剧情' '历史' '动作'],"['勇气与冒险', '团结与支持', '忠诚与承诺']","[10.0, 9.0, 8.0]",[],[],0,3
535,mzc00200knknya1,X特遣队：全员集结,,,"['团结与支持', '牺牲和奉献', '忠诚与承诺']","[10.0, 9.0, 8.0]",[],[],0,3
536,8p1dsqa7or7t3b8,昆虫总动员,2014,['奇幻' '冒险' '动画' '家庭'],"['环境与自然', '团结与支持', '勇气与冒险']","[10.0, 9.0, 8.0]",['友爱'],[4.0],1,3
537,rncu53356gkxc7q,狼牙,2008,['惊悚' '动作'],"['忠诚与团结', '勇气与冒险', '忠诚与承诺']","[10.0, 9.0, 8.0]","['紧张', '温馨', '痛苦']","[4.5, 4.0, 3.5]",3,3
538,badtu5g5bfdpxx8,特警出击,1992,['剧情' '犯罪' '动作'],"['犯罪与黑帮', '勇气与冒险', '忠诚与承诺']","[10.0, 9.0, 8.0]",[],[],0,3
539,5frrueiimmg47zt,海底总动员,2003,['喜剧' '亲情' '家庭' '冒险' '动画'],"['父子/父女', '成长与挑战']","[10.0, 9.0]","['感动', '焦虑', '欢乐', '失落']","[4.0, 3.5, 3.5, 3.0]",4,2
540,b7gf4r21y642xhh,荒野猎人,2016,['西部' '剧情' '动作' '惊悚' '冒险'],"['困境与挑战', '复仇与正义', '环境与自然']","[10.0, 9.0, 9.0]","['壮志', '悲痛', '荣耀', '意外', '绝望']","[3.0, 2.667, 2.667, 2.333, 2.333]",5,3
541,mzc002008qs60ue,尖峰对决之古墓神兵,2022,['冒险' '剧情' '动作'],"['探索与冒险', '忠诚与承诺', '勇气与冒险']","[10.0, 9.0, 8.0]",['壮志'],[4.0],1,3
542,mzc00200bvhfqvo,老虎,2020,['悬疑' '犯罪'],"['困境与挑战', '信任', '犯罪与黑帮']","[10.0, 9.0, 8.0]",[],[],0,3
543,lm6i5mbxn5njiuk,摧花狂魔,1993,['惊悚' '情色' '犯罪' '动作'],"['犯罪与黑帮', '真相与谎言', '冲突与和解']","[10.0, 9.0, 8.0]","['残忍', '恐慌', '残暴']","[4.5, 4.0, 3.5]",3,3
544,3k0pikhlunqinuv,哈利波特3阿兹卡班的囚徒,2004,['奇幻' '冒险'],"['青春与成长', '勇气与冒险', '友谊']","[10.0, 9.0, 9.0]","['友爱', '敬意', '好奇', '愤怒']","[3.6, 3.2, 2.8, 2.7]",4,3
545,mzc00200wos82ci,特种兵归来4替身疑云,2021,['剧情' '动作' '悬疑' '冒险' '犯罪'],"['困境与挑战', '勇气与冒险', '犯罪与黑帮']","[10.0, 9.0, 8.0]",[],[],0,3
546,amm50h77h5eufsu,西游记之大闹天宫(环绕声版),2014,['奇幻' '动作'],"['神话与传说', '文化与传承', '勇气与冒险']","[10.0, 9.0, 8.0]","['痛苦', '愤怒', '喜悦', '欢乐']","[3.06, 2.72, 2.64, 2.38]",4,3
547,mdmlytvejpqc1h6,航班蛇患,2006,['惊悚' '灾难' '恐怖' '动作'],"['生存与挑战', '团结与支持']","[10.0, 9.0]",['紧张'],[4.0],1,2
548,mzc00200z19pfwv,铁道英雄,2021,['战争' '剧情' '历史' '动作'],"['忠诚与团结', '牺牲和奉献', '勇气与冒险']","[10.0, 9.0, 8.0]",['爱国'],[4.0],1,3
549,mzc00200hy5k8gn,你好世界,2019,['科幻' '动画' '爱情'],"['科技与未来', '真爱与选择', '探索与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
550,tphyx6noqtfv27x,指环王3：王者无敌,2004,['剧情' '动作' '奇幻' '战争' '冒险'],"['勇气与冒险', '牺牲和奉献', '忠诚与团结']","[10.0, 9.0, 9.0]",[],[],0,3
551,mzc002001hf5rsh,雪山飞狐之塞北宝藏,2022,['古装' '武侠' '爱情' '动作'],"['复仇与正义', '忠诚与承诺', '江湖武侠']","[10.0, 9.0, 8.0]",[],[],0,3
552,irm7k17d6svopo2,谍影重重,2002,['悬疑' '惊悚' '剧情' '动作'],"['身份迷失', '遗忘与寻找真相', '信任与背叛']","[10.0, 9.0, 9.0]",[],[],0,3
553,mzc00200s0eidih,怒火·重案,2021,['犯罪' '动作'],"['信任与背叛', '困境与挑战', '犯罪与黑帮']","[10.0, 9.0, 8.0]","['残忍', '愤怒', '绝望']","[9.0, 9.0, 9.0]",3,3
554,mzc00200zewt7x3,荒原,,['冒险' '剧情'],['生死抉择'],[10.0],[],[],0,1
555,gothgwl98bmq6es,帕克,2013,['剧情' '爱情' '动作' '惊悚' '犯罪'],"['复仇与正义', '信任与背叛', '真爱与选择']","[10.0, 9.0, 8.0]",[],[],0,3
556,3ra71k2p5igwg0o,谍影重重2,2004,['冒险' '剧情' '动作' '悬疑' '惊悚'],"['身份迷失', '真相与谎言', '信任与背叛']","[10.0, 9.0, 8.0]","['痛苦', '悲伤', '绝望']","[2.97, 2.72, 2.72]",3,3
557,hsv9ls8shxr11rr,福星高照,1985,['喜剧' '动作'],"['团结与支持', '友谊', '非亲生家庭关系']","[10.0, 9.0, 8.0]",[],[],0,3
558,grmowmhegobesnk,鬼4虐,2008,['惊悚' '恐怖'],['灵异现象'],[10.0],[],[],0,1
559,k32hjm2sjpiaswy,玛丽与魔女之花,2017,['奇幻' '冒险' '动画'],"['女性力量与平等', '勇气与冒险', '青春与成长']","[10.0, 9.0, 9.0]","['友爱', '好奇']","[3.6, 3.2]",2,3
560,5sm9f610glx1ag6,警察故事,1985,['惊悚' '喜剧' '犯罪' '动作'],"['正义与邪恶', '勇气与冒险']","[10.0, 8.0]",['敬意'],[2.97],1,2
561,ndvahl88ql5yowm,马达加斯加的企鹅,2014,['搞笑' '喜剧' '儿童' '家庭' '冒险' '动画'],"['团结与合作', '信任', '勇敢与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
562,yxip3tbhucl183g,王牌,2014,['悬疑' '战争' '剧情'],"['信任', '牺牲和奉献', '勇敢与冒险']","[10.0, 9.0, 8.0]","['爱国', '残忍', '绝望', '敬意', '压抑']","[3.0, 3.0, 2.667, 2.667, 2.333]",5,3
563,77lhyhogdsbobp1,铁道游击队,1956,['战争' '剧情'],"['爱国主义', '信任', '牺牲与奉献']","[10.0, 9.0, 9.0]",['爱国'],[5.0],1,3
564,mzc00200zl51cd8,异兽战场,2021,['灾难' '动作'],"['生存与挑战', '团结与合作', '环境与自然']","[9.0, 8.0, 8.0]",[],[],0,3
565,xv0kqtauy4972gp,闻香识女人,1992,['剧情' '励志' '爱情'],"['成长与自我发现', '信任', '友谊']","[10.0, 9.0, 9.0]","['失落', '绝望', '压抑']","[3.6, 3.2, 2.7]",3,3
566,j22edv0k6xtn65p,毒战,2013,['剧情' '犯罪' '动作'],"['信任与背叛', '犯罪与黑帮', '复仇与正义']","[10.0, 9.0, 8.0]",[],[],0,3
567,1x49wgmnw3oepkh,虎神,2014,['恐怖' '剧情' '动作' '奇幻' '科幻' '惊悚'],"['神话与传说', '父子/父女', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
568,edvnkem79fre5zd,托马斯大电影之世界探险记,2018,['搞笑' '动作' '喜剧' '儿童' '家庭' '冒险' '动画'],"['友谊', '探索与冒险', '成长与自我发现']","[10.0, 9.0, 9.0]","['友爱', '喜悦']","[5.0, 4.5]",2,3
569,mzc00200wookd59,狼群行动2,2020,['冒险' '动作'],"['团结与合作', '爱国主义', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
570,mzc002003unsbng,昆仑谜宫,2021,['悬疑' '冒险' '剧情'],"['勇气与决心', '真相与谎言']","[9.0, 8.0]",['诡异'],[2.7],1,2
571,3oncomdhvh4talj,性本恶,2014,['剧情' '喜剧' '犯罪'],"['真相与谎言', '犯罪与黑帮', '信任与背叛']","[10.0, 9.0, 9.0]",[],[],0,3
572,yspke2cu0qz4hg0,巨鲨大战食人鳄,2010,['灾难' '喜剧'],"['生存与挑战', '勇气与决心', '团结与合作']","[9.0, 9.0, 8.0]",[],[],0,3
573,3251a6rg7l9j5uz,刘胡兰,1950,['战争' '剧情'],"['爱国主义', '牺牲和奉献', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
574,ggjx5zs3jg1tbii,太平洋幽灵,2014,['冒险' '剧情'],"['勇气与决心', '团结与合作', '生存与挑战']","[10.0, 9.0, 9.0]",[],[],0,3
575,uywqg22df6ktfmn,无敌破坏王,2012,['搞笑' '奇幻' '喜剧' '冒险' '动画'],"['成长与自我发现', '友谊', '身份迷失']","[10.0, 9.0, 8.0]","['振奋', '喜悦', '欢乐']","[5.4, 4.8, 4.2]",3,3
576,qxubqmkmq2rmm5a,喋血双雄,1989,['犯罪' '惊悚' '剧情' '动作'],"['信任与背叛', '友谊', '生死抉择']","[10.0, 9.0, 8.0]",['黑暗'],[2.31],1,3
577,mzc002009qhgrbq,密案1922,2022,['悬疑' '惊悚'],"['身份迷失', '灵异现象']","[9.0, 8.0]",['诡异'],[4.5],1,2
578,wc718gxhnpfkain,喋血孤城,2010,['战争' '剧情' '历史'],"['困境与挑战', '勇气与决心', '爱国主义']","[10.0, 9.0, 8.0]",['爱国'],[3.3],1,3
579,mzc00200yxqxm0t,骨头镇奇谭,2021,['悬疑' '惊悚' '剧情'],"['困境与挑战', '真相与谎言', '信任与背叛']","[10.0, 9.0, 8.0]",['诡异'],[2.97],1,3
580,szdk5vibdh32543,灿烂人生,2003,['爱情' '剧情' '家庭'],"['团结与合作', '家庭与团圆', '成长与自我发现']","[10.0, 9.5, 9.0]",[],[],0,3
581,lcd64ph3687r932,密室逃生,2019,['悬疑' '惊悚' '冒险'],"['困境与挑战', '生死抉择', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
582,mzc00200pybax6w,边境迷雾,2018,['战争' '科幻'],"['困境与挑战', '生存与挑战', '人与自然的斗争']","[10.0, 9.0, 8.0]",['爱国'],[3.3],1,3
583,ywh98x560gi3c9r,延安游击队,1961,['战争' '历史'],"['爱国主义', '团结与合作', '勇气与决心']","[10.0, 9.0, 8.0]","['壮志', '痛苦', '爱国', '压抑']","[4.5, 4.5, 4.0, 3.5]",4,3
584,mzc00200y80iu1c,特战行动队,,['冒险' '剧情' '爱情' '动作'],"['爱国主义', '生死抉择', '信任']","[10.0, 10.0, 10.0]",[],[],0,3
585,mzc00200hv9lxn9,幽灵毒枭,2021,['犯罪' '剧情' '动作'],"['犯罪与黑帮', '复仇与正义']","[10.0, 9.0]",[],[],0,2
586,rt2y8b16af8knjk,保镖,1992,['剧情' '爱情' '动作' '喜剧' '惊悚' '音乐'],"['真爱与选择', '保护与牺牲', '音乐与艺术']","[10.0, 9.0, 8.0]",[],[],0,3
587,whgmvhzttwzjuvn,战狼传说,1997,['冒险' '剧情' '动作'],"['信任', '勇气与决心', '江湖武侠']","[9.0, 9.0, 8.0]",[],[],0,3
588,2enr5jc0h8hez2w,恐龙,2000,['剧情' '儿童' '家庭' '冒险' '动画'],"['生存与挑战', '亲情与成长', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
589,mzc00200difqhgs,兔子暴力,2020,['剧情' '家庭' '犯罪'],"['家庭矛盾', '犯罪与惩罚']","[10.0, 8.0]","['温暖', '痛苦', '失落']","[3.6, 3.2, 2.4]",3,2
590,mzc00200nxl9ybm,绝世古镇之九宫八卦门,2020,['冒险' '动作' '惊悚'],['灵异现象'],[9.0],[],[],0,1
591,zdhv0ceythhzhd2,暗道,2016,['悬疑' '剧情' '动作'],"['真相与谎言', '复仇与正义', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
592,hy374f38yt7rhue,轩辕大帝,2016,['剧情' '历史' '古装'],"['信仰与宗教', '政治与权力', '成长与自我发现']","[9.0, 8.0, 8.0]",['爱国'],[4.0],1,3
593,elx94ekq6ylkna3,鸡毛信,1954,['剧情' '战争' '儿童' '家庭' '励志'],"['牺牲和奉献', '勇气与决心', '团结与合作']","[10.0, 10.0, 9.0]",[],[],0,3
594,mzc00200caa86j4,少年泰坦队大对决！,2019,['动画' '家庭' '动作'],"['团结与合作', '勇气与决心']","[10.0, 8.0]",[],[],0,2
595,ckeqml3o5yib9o5,双栖间谍,1995,['悬疑' '战争' '惊悚'],"['身份迷失', '信任与背叛', '爱国主义']","[10.0, 9.0, 8.0]",[],[],0,3
596,8mz68198clydrq0,霍元甲,2006,['传记' '剧情' '动作'],"['勇气与决心', '父子/父女', '信任']","[9.0, 9.0, 8.0]",[],[],0,3
597,z1omi0l7ipn0kfk,开国大典,1989,['战争' '剧情' '历史'],"['爱国主义', '民族自尊', '团结与支持']","[10.0, 9.0, 8.0]",['爱国'],[4.5],1,3
598,6oul4soif51n4xc,斯大林格勒战役,1993,['战争' '剧情'],"['战争与和平', '生存与挑战', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
599,tx5b80yeoov5a2h,血战湘江,2017,['战争' '历史'],"['爱国主义', '牺牲和奉献', '民族自尊']","[10.0, 9.0, 9.0]",['爱国'],[3.3],1,3
600,i1s6qf8f3wmhgxe,拆弹部队,2008,['惊悚' '剧情' '动作' '战争'],"['牺牲和奉献', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
601,l5qeamp4v0pcgpa,寻龙契约2龙炼,2019,['奇幻' '冒险' '剧情'],"['探索与冒险', '勇气与决心']","[8.5, 8.0]",['痛苦'],[1.2],1,2
602,l3cw6ng8tq7dlvo,夏目友人帐,2018,['奇幻' '剧情' '动画'],"['和解与成长', '信任', '神秘与超自然']","[10.0, 9.5, 9.0]","['治愈', '温暖']","[4.5, 4.0]",2,3
603,2xxul4n2j8y0rxi,摔跤吧！爸爸,2016,['传记' '运动' '剧情' '亲情' '家庭' '励志'],"['家族支持与励志', '女性力量与平等', '父子/父女']","[10.0, 9.5, 9.0]",['爱国'],[4.0],1,3
604,48oncglew74dxko,猪猪侠之英雄猪少年,2017,['奇幻' '儿童' '喜剧' '动画'],"['儿童与成长', '友谊', '家庭与团圆']","[10.0, 9.0, 9.0]","['友爱', '喜悦']","[4.5, 4.0]",2,3
605,ht4z382bhs7h94u,银河护卫队,2014,['搞笑' '动作' '喜剧' '科幻' '冒险'],"['团结与合作', '家族支持与励志', '勇气与决心']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[111111111.0, 11111111.0, 1111111.0]",3,3
606,sskkximrk5mcwd5,决战帝国,2005,['剧情' '爱情' '动作' '悬疑' '惊悚'],"['复仇与正义', '困境与挑战', '政治与权力']","[10.0, 9.0, 8.0]",[],[],0,3
607,g6r4vy8p2y6hsvq,车在囧途,2012,['喜剧' '爱情' '搞笑'],"['家庭矛盾', '成长与自我发现']","[9.0, 8.0]","['喜悦', '欢乐', '幽默']","[4.5, 4.0, 3.5]",3,2
608,mzc0020006ug3cp,史前巨鲨,2018,['冒险' '恐怖' '动作' '科幻' '惊悚'],"['人与自然的斗争', '生死抉择', '环境与自然']","[10.0, 9.0, 8.0]",[],[],0,3
609,mzc00200yssen29,灭绝,2018,['剧情' '动作' '灾难' '科幻' '惊悚'],"['生存与挑战', '人与自然的斗争', '灾难与生存']","[10.0, 9.0, 8.0]",[],[],0,3
610,mzc0020015prd5f,重装机甲,2020,['动作' '科幻' '悬疑' '冒险' '犯罪'],"['科技与未来', '团结与合作', '犯罪与惩罚']","[10.0, 9.0, 8.0]",[],[],0,3
611,8u2u2tatm8xy9n7,美国狙击手,2014,['传记' '战争' '剧情' '动作'],"['保护与牺牲', '爱国主义', '民族自尊']","[10.0, 9.0, 9.0]",['爱国'],[2.31],1,3
612,nq2rh6l9kein1qt,乐高大电影2,2019,['动作' '歌舞' '喜剧' '冒险' '动画'],"['团结与合作', '创新与反传统', '勇气与决心']","[10.0, 9.0, 9.0]","['欢乐', '喜悦', '幸福']","[6.75, 6.0, 5.25]",3,3
613,h33mjapiy9mic5g,机动杀人,2004,['悬疑' '惊悚' '剧情' '犯罪'],"['复仇与正义', '困境与挑战', '真相与谎言']","[10.0, 9.5, 9.0]","['好奇', '焦虑', '压抑', '温馨']","[4.5, 4.5, 4.0, 3.5]",4,3
614,ym57dizjszgv10v,帝国的毁灭,2004,['传记' '战争' '剧情' '历史'],"['政治与权力', '爱国主义', '民族自尊']","[10.0, 9.0, 9.0]",[],[],0,3
615,ogkxsrh5mqabde2,危机13小时,2016,['惊悚' '剧情' '动作' '战争'],"['牺牲与奉献', '团结与合作', '信任']","[10.0, 9.0, 8.0]","['绝望', '愤怒', '壮志', '敬意', '悲痛']","[3.06, 2.97, 2.72, 2.64, 2.31]",5,3
616,mzc00200ol23qnr,猎杀T34,2019,['战争' '历史' '动作'],"['保护与牺牲', '勇气与决心', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
617,lcewsuqxacvnvh5,廉政风云,2019,['悬疑' '剧情' '犯罪'],"['政治与权力', '信任', '犯罪与惩罚']","[10.0, 9.0, 9.0]",[],[],0,3
618,uehcx261b1aqs3t,怪兽电力公司,2001,['奇幻' '喜剧' '儿童' '冒险' '动画'],"['友谊', '成长与自我发现', '团结与合作']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幸福']","[4.5, 4.0, 3.5]",3,3
619,tp8qwuc6gxpb84d,三毛流浪记,1984,['短片' '剧情' '动画'],"['成长与自我发现', '亲情与成长', '勇气与冒险']","[10.0, 9.0, 8.0]",['孤独'],[3.06],1,3
620,mzc002004eic07u,落魄保镖之危机疑云,2022,['犯罪' '爱情' '动作'],"['保护与牺牲', '信任', '真爱与选择']","[10.0, 9.0, 9.0]",[],[],0,3
621,t9va407efi2skje,喜羊羊与灰太狼之羊年喜羊羊,2015,['奇幻' '喜剧' '家庭' '冒险' '动画'],"['团结与合作', '勇气与冒险', '成长与自我发现']","[10.0, 9.0, 8.0]","['欢乐', '快乐', '幸福']","[10.0, 8.0, 7.0]",3,3
622,ow0tm331mu0iblg,急速杀机,2010,['犯罪' '动作'],"['团结与合作', '犯罪与惩罚', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
623,bdgik3cowzcgdwi,朝花夕誓,2018,['奇幻' '动画'],"['青春与成长', '真爱与选择', '勇气与决心']","[10.0, 9.0, 8.0]","['悲情', '温馨', '惨烈']","[2.64, 2.31, 2.31]",3,3
624,mzc00200qxt92as,天龙八部之乔峰传,,['武侠' '动作' '古装'],"['民族自尊', '恩怨纠缠', '父子/父女']","[10.0, 9.0, 9.0]",['悲情'],[3.06],1,3
625,ir3pldnpk2l3ogu,绝境穿越,2017,['悬疑' '冒险' '动作'],"['团结与合作', '勇气与决心', '生存与挑战']","[10.0, 9.0, 8.0]",[],[],0,3
626,mzc00200ron6ekx,寻龙.镇魂棺,,['悬疑' '惊悚' '冒险'],"['困境与挑战', '真相与谎言']","[9.0, 8.0]","['好奇', '紧张']","[3.333, 2.667]",2,2
627,mzc002008u8urpd,死无罪证,2021,['悬疑' '犯罪' '动作'],['复仇与正义'],[10.0],"['焦虑', '痛苦', '愤怒']","[11111111.0, 1111111.0, 111111.0]",3,1
628,f2tvosbbl4117pr,小花仙大电影：奇迹少女,2021,['奇幻' '儿童' '家庭' '冒险' '动画'],"['友谊', '勇气与决心', '成长与自我发现']","[10.0, 9.0, 8.0]","['温馨', '感人']","[4.0, 3.5]",2,3
629,wjef2jniuzu3gyr,游泳池,2003,['悬疑' '惊悚' '犯罪'],"['真相与谎言', '身份迷失', '人际关系']","[10.0, 9.0, 8.0]","['意外', '焦虑', '紧张']","[4.5, 4.5, 4.5]",3,3
630,vcky02t04sjhpv0,赌神3之少年赌神,1996,['剧情' '喜剧' '动作'],"['勇气与决心', '家族支持与励志', '团结与支持']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '愤怒', '振奋', '痛苦']","[4.5, 4.5, 4.0, 4.0, 3.5]",5,3
631,ehnl4xt2ml4y8lc,太阳泪,2003,['惊悚' '剧情' '动作' '战争'],"['困境与挑战', '牺牲和奉献', '信任']","[10.0, 9.0, 9.0]","['残暴', '爱心', '绝望']","[2.97, 2.64, 2.64]",3,3
632,iegjnp9pe9p6fp1,花木兰,1998,['剧情' '歌舞' '喜剧' '儿童' '家庭' '冒险' '动画'],"['女性力量与平等', '勇气与决心', '爱国主义']","[10.0, 9.0, 8.0]","['自豪', '壮志']","[3.6, 3.2]",2,3
633,xgyd6mjl7vo6kpb,爱情公寓,2018,['冒险' '喜剧' '爱情' '搞笑'],"['友谊', '团结与合作', '支持与鼓励']","[10.0, 9.0, 9.0]",['浪漫'],[3.5],1,3
634,5h3hb7sfpd6rpfi,洪湖赤卫队,1961,['战争' '剧情' '音乐' '励志'],"['民族自尊', '爱国主义', '保护与牺牲']","[10.0, 9.0, 8.0]",['惨烈'],[2.7],1,3
635,il2sxr6f7119m8k,新龙门客栈,1992,['剧情' '爱情' '动作' '武侠' '古装'],"['民族自尊', '江湖武侠', '复仇与正义']","[10.0, 9.0, 9.0]",[],[],0,3
636,7jyp8q5b5naitsh,海上神鹰,1959,['战争' '剧情'],"['家国情怀', '民族自尊', '勇气与决心']","[10.0, 9.0, 9.0]",[],[],0,3
637,snq6ifkh840ghgq,无敌幸运星,1990,['爱情' '喜剧' '动作' '搞笑'],"['真爱与选择', '友谊', '团结与合作']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[1111111111.0, 111111111.0, 11111111.0]",3,3
638,p97h2lmlhfl990d,狼牙山五壮士,1958,['战争'],"['民族自尊', '爱国主义', '牺牲与奉献']","[10.0, 9.0, 8.0]",['感人'],[3.5],1,3
639,mzc00200vlfjz73,绝色逃生,2021,['惊悚' '动作'],"['团结与合作', '珍惜生命']","[10.0, 9.0]","['意外', '压抑', '绝望']","[4.5, 4.5, 3.0]",3,2
640,4vle2tvyudfpaky,荒野生存,2007,['传记' '冒险' '剧情'],"['成长与自我发现', '勇气与决心', '探索与冒险']","[10.0, 9.0, 8.0]",['悲情'],[1.4],1,3
641,1v2ixx7m9s9g7km,上甘岭,1956,['战争' '剧情'],"['爱国主义', '民族自尊', '战争与和平']","[10.0, 10.0, 9.5]","['惨烈', '悲情']","[3.06, 2.38]",2,3
642,07bpq68dyk6oruq,钢铁战士,1950,['战争' '剧情'],"['民族自尊', '爱国主义', '保护与牺牲']","[10.0, 9.0, 8.0]",['惨烈'],[2.72],1,3
643,4jrlorovyw8iafa,超级计划,1993,['喜剧' '犯罪' '动作'],"['团结与支持', '犯罪与惩罚', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
644,4c8734ac8p7upgj,海浪,2015,['剧情' '动作' '灾难' '亲情' '家庭' '惊悚'],"['灾难与生存', '父子/父女']","[10.0, 9.0]",[],[],0,2
645,9uyw413osy5ic6i,比得兔,2018,['冒险' '喜剧' '动画'],"['环境与自然', '友谊', '成长与自我发现']","[9.0, 9.0, 8.0]","['欢乐', '快乐']","[2.97, 2.64]",2,3
646,ki1m24kghrm8fzf,爱出色,2010,['喜剧' '爱情'],"['真爱与选择', '挑战传统观念']","[10.0, 9.0]",['温馨'],[2.8],1,2
647,0py2pytt6n8l0ci,蜡笔小新：梦境世界大突击,2016,['喜剧' '动画' '搞笑'],"['儿童与成长', '恶搞与搞笑', '探索与冒险']","[10.0, 9.0, 8.0]","['快乐', '幸福']","[5.0, 4.5]",2,3
648,dd5b7hynz5rk5yi,黑帮暴徒,2005,['剧情' '犯罪' '动作'],"['犯罪与惩罚', '信任', '暴力与道德']","[10.0, 9.0, 8.0]",['感动'],[2.8],1,3
649,beq6h6bdja15ofb,奥林匹斯的陷落,2013,['惊悚' '犯罪' '动作'],"['保护与牺牲', '爱国主义', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
650,kds9l8b75jvb6y6,木乃伊3,2008,['冒险' '动作' '奇幻' '科幻' '惊悚'],"['勇气与决心', '团结与合作', '古代文明与神秘力量']","[9.0, 9.0, 8.0]",[],[],0,3
651,57nm6d2qi5idci8,憨爸,2016,['剧情' '亲情' '儿童' '家庭' '伦理'],"['亲情疏远与和解', '父子/父女']","[10.0, 9.0]","['感人', '温馨']","[4.5, 4.0]",2,2
652,803p673mlosoeog,哥斯拉,2014,['动作' '惊悚' '灾难' '科幻' '冒险'],"['人与自然的斗争', '灾难与生存', '保护与牺牲']","[10.0, 9.0, 9.0]",[],[],0,3
653,kxbdsd79xpj0sji,刺客联盟,2008,['犯罪' '惊悚' '剧情' '动作'],"['复仇与正义', '犯罪与惩罚', '信任']","[10.0, 9.0, 8.0]","['壮志', '意外', '痛苦', '沉重', '无助', '愤怒']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4]",6,3
654,tjtiyg1qe0zkhdk,人再囧途之泰囧,2012,['喜剧' '搞笑'],"['家庭矛盾', '父子/父女', '文化差异']","[10.0, 9.0, 8.0]",['温馨'],[3.5],1,3
655,7jwfxt0rnldwcip,喊·山,2015,['爱情' '剧情' '犯罪'],"['真爱与选择', '犯罪与惩罚']","[8.0, 8.0]","['感人', '悲情', '温馨', '浪漫']","[2.97, 2.72, 2.64, 2.31]",4,2
