,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
65,0k89cbc5x5j5q4o,超体,2014,['惊悚' '科幻' '动作'],"['科技与未来', '自我与成长', '人工智能', '英雄与责任']","[9.0, 8.0, 8.0, 7.0]","['科技', '未来', '自我', '成长', '人工智能', '英雄', '责任']","['危险', '威胁', '寻找', '敌人']","[4.5, 4.0, 3.5, 3.5]"
66,kl8z1fq87tfr5o7,血性山谷,2001,['战争'],"['团结与支持', '勇气与冒险', '忠诚与承诺', '战争与和平', '牺牲精神', '历史与文明']","[10.0, 10.0, 10.0, 9.0, 9.0, 9.0]","['团结', '支持', '勇气', '冒险', '忠诚', '承诺', '战争', '和平', '牺牲精神', '历史', '文明']","['勇敢', '团结', '奉献', '危险', '敌人', '寻找', '威胁']","[4.5, 4.0, 3.5, 1.8, 1.6, 1.4, 1.4]"
67,06f338d6r1wa3my,冰雪奇缘2,2019,['奇幻' '歌舞' '喜剧' '冒险' '音乐' '动画'],"['自我成长与发现', '姐妹情谊', '勇敢面对困境', '环境与自然', '文化与传承']","[10.0, 9.0, 9.0, 8.0, 8.0]","['自我成长与发现', '姐妹情谊', '勇敢面对困境', '环境', '自然', '文化', '传承']","['欢乐', '幸福', '勇气']","[5.0, 4.5, 4.0]"
68,gwz8nqvc78oexgm,九品芝麻官,1994,['喜剧' '搞笑' '古装'],"['正义与邪恶', '反腐倡廉', '克服困难', '人性善恶', '诚实守信']","[9.0, 8.0, 7.0, 6.0, 5.0]","['正义', '邪恶', '反腐倡廉', '克服困难', '人性善恶', '诚实守信']","['欢乐', '友谊', '勇敢']","[10.0, 8.0, 7.0]"
69,ly31exdvunw22uc,海绵宝宝历险记,2004,['搞笑' '喜剧' '家庭' '冒险' '动画'],"['成长与自我发现', '友谊', '正义与邪恶', '勇敢面对困境', '忠诚与承诺']","[10.0, 9.0, 8.0, 8.0, 7.0]","['成长与自我发现', '友谊', '正义', '邪恶', '勇敢面对困境', '忠诚', '承诺']","['成长', '团结', '勇敢', '危险', '敌人', '奇遇', '挫折']","[3.6, 3.2, 2.8, 1.8, 1.6, 1.4, 1.4]"
70,mzc00200qfarw6d,金刚川,2020,['战争' '剧情' '历史' '动作'],"['牺牲和奉献', '忠诚与团结', '勇气与冒险', '战争与和平', '历史与文明', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['牺牲和奉献', '忠诚', '团结', '勇气', '冒险', '战争', '和平', '历史', '文明', '生死抉择']","['勇敢', '团结', '爱国', '危险', '敌人', '军区', '挫折']","[3.6, 3.2, 3.2, 1.6, 1.4, 1.2, 1.2]"
71,6xzlbrzswkuo3wq,蜘蛛侠：平行宇宙,2018,['冒险' '动画' '科幻' '动作'],"['多元宇宙', '团队合作', '勇气与冒险', '接受和包容', '英雄与责任']","[10.0, 9.0, 8.0, 7.0, 5.0]","['多元宇宙', '团队合作', '勇气', '冒险', '接受和包容', '英雄', '责任']","['英雄', '勇气', '团结', '恐慌', '痛苦', '压迫']","[3.6, 3.2, 2.8, 1.2, 1.0, 0.8]"
72,xex6po9q55akzsr,敢死队,2010,['犯罪' '惊悚' '冒险' '动作'],"['团队合作', '勇气与冒险', '忠诚与承诺', '正义与邪恶']","[10.0, 9.0, 8.0, 7.0]","['团队合作', '勇气', '冒险', '忠诚', '承诺', '正义', '邪恶']","['勇敢', '团结', '英勇', '敌人', '威胁', '危险']","[3.6, 3.2, 2.8, 2.7, 2.4, 2.1]"
73,jbz487z0v6b23gm,机械师2：复活,2016,['惊悚' '冒险' '犯罪' '动作'],"['暗杀与黑暗世界', '复仇与救赎', '信任与背叛']","[9.0, 8.0, 7.0]","['暗杀与黑暗世界', '复仇', '救赎', '信任', '背叛']","['特工', '危险', '敌人']","[4.5, 4.5, 4.0]"
74,mzc00200kwccznz,毒海风云,2021,['犯罪' '动作'],"['生死抉择', '犯罪与黑帮', '信任与背叛', '勇敢面对困境']","[9.0, 8.0, 8.0, 7.0]","['生死抉择', '犯罪', '黑帮', '信任', '背叛', '勇敢面对困境']","['现代', '危险', '勇敢', '敌人', '奉献', '行动', '纷争', '不屈不挠']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
75,mzc002004tg5y8n,深海狂鲨3,2020,['恐怖' '科幻' '动作'],"['生存与挑战', '灾难与生存', '勇气与冒险', '环境与自然', '生死抉择', '人类与自然的关系']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['生存', '挑战', '灾难', '勇气', '冒险', '环境', '自然', '生死抉择', '人类与自然的关系']","['危险', '威胁', '行动', '敌人']","[4.5, 4.0, 3.5, 3.5]"
76,9f8tpq2gly9p5ts,八佰,2020,['战争' '剧情' '历史'],"['牺牲和奉献', '忠诚与承诺', '团结与支持', '勇气与冒险', '历史与文明', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['牺牲和奉献', '忠诚', '承诺', '团结', '支持', '勇气', '冒险', '历史', '文明', '战争', '和平']","['爱国', '危险', '勇敢', '敌人', '团结', '抗战', '挫折']","[3.3, 3.06, 2.97, 2.72, 2.64, 2.38, 2.38]"
77,gz9q7kd8wviwkxv,你的名字。,2016,['剧情' '动画' '爱情'],"['青春与成长', '命运与选择', '时空错位', '真爱与牺牲', '灵魂互换']","[10.0, 9.0, 8.0, 7.0, 6.0]","['青春', '成长', '命运', '选择', '时空错位', '真爱', '牺牲', '灵魂互换']","['治愈', '感动', '浪漫', '回忆', '失落', '意外', '遗憾', '平静', '难过']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
78,mzc002005crc78s,钟馗伏妖,2022,['奇幻' '惊悚' '恐怖'],"['神话与传说', '阴阳冲突', '灵异现象', '勇敢面对困境', '真相与谎言']","[10.0, 9.0, 8.0, 6.0, 5.0]","['神话', '传说', '阴阳冲突', '灵异现象', '勇敢面对困境', '真相', '谎言']","['神秘', '敌人', '危险', '威胁', '勇敢', '团结', '不屈不挠']","[3.6, 3.6, 3.2, 3.2, 2.4, 2.1, 2.1]"
79,7fjv56lqblm6jhd,熊出没·变形记,2018,['亲情' '冒险' '喜剧' '动画'],"['环保意识', '团队合作', '成长与自我发现', '动物与人类和谐共处', '友谊']","[10.0, 9.0, 8.0, 7.0, 6.0]","['环保意识', '团队合作', '成长与自我发现', '动物与人类和谐共处', '友谊']","['温馨', '友谊']","[4.0, 3.5]"
80,msbt3iret5tgwu8,赌神,1989,['剧情' '喜剧' '动作'],"['信任与背叛', '忠诚与承诺', '勇气与冒险', '真诚与友谊']","[10.0, 9.0, 8.0, 7.0]","['信任', '背叛', '忠诚', '承诺', '勇气', '冒险', '真诚', '友谊']","['危险', '敌人', '行动', '纷争', '勇敢', '团结', '友谊']","[4.0, 3.6, 3.2, 3.2, 2.7, 2.4, 2.1]"
81,tbs8gg4bepxyp2y,敢死队3,2014,['犯罪' '惊悚' '冒险' '动作'],"['团队合作', '忠诚与承诺', '勇气与冒险', '生死抉择', '冲突与和解']","[10.0, 9.0, 9.0, 8.0, 7.0]","['团队合作', '忠诚', '承诺', '勇气', '冒险', '生死抉择', '冲突', '和解']","['危险', '勇敢', '行动', '敌人', '纷争', '团结', '不屈不挠']","[3.06, 2.97, 2.72, 2.72, 2.72, 2.64, 2.64]"
82,am6jxwt5rzq6kba,变形金刚4：绝迹重生,2014,['冒险' '科幻' '动作'],"['人类与机器人的关系', '科技与未来', '团队合作', '正义与邪恶']","[9.0, 8.0, 7.0, 7.0]","['人类与机器人的关系', '科技', '未来', '团队合作', '正义', '邪恶']","['危险', '勇敢', '敌人', '团结', '行动', '挫折', '不屈不挠']","[2.97, 2.64, 2.64, 2.31, 2.31, 2.31, 1.98]"
83,mzc00200wo66s5s,勇士连,2022,['战争' '剧情' '历史' '动作'],"['忠诚与承诺', '团结与支持', '牺牲和奉献', '勇气与冒险', '战争与和平', '生死抉择']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]","['忠诚', '承诺', '团结', '支持', '牺牲和奉献', '勇气', '冒险', '战争', '和平', '生死抉择']","['团结', '勇敢', '英勇', '危险', '敌人', '现代', '挫折']","[3.6, 3.2, 2.8, 1.8, 1.6, 1.4, 1.4]"
84,do8jr85z25fsq2v,笔仙2,2013,['悬疑' '惊悚' '剧情' '恐怖'],"['灵异现象', '阴阳冲突', '真相与谎言', '诅咒与解除']","[10.0, 9.0, 8.0, 7.0]","['灵异现象', '阴阳冲突', '真相', '谎言', '诅咒', '解除']","['神秘', '危险', '威胁', '纷争']","[4.5, 4.5, 4.0, 3.5]"
85,mzc00200md6p11k,反贪风暴5：最终章,2021,['犯罪' '动作'],"['犯罪与黑帮', '正义与邪恶', '真相与谎言', '信任与背叛', '复仇与救赎']","[9.0, 8.0, 7.0, 6.0, 5.0]","['犯罪', '黑帮', '正义', '邪恶', '真相', '谎言', '信任', '背叛', '复仇', '救赎']","['行动', '警察', '危险', '敌人', '威胁']","[0.0, 0.0, 0.0, 0.0, 0.0]"
86,mzc00200ydm1qe5,越界,2021,['惊悚' '恐怖'],"['生死抉择', '困境与挑战', '勇敢面对困境', '真相与谎言']","[10.0, 9.0, 8.0, 7.0]","['生死抉择', '困境', '挑战', '勇敢面对困境', '真相', '谎言']","['神秘', '威胁', '危险', '纷争']","[6.3, 6.3, 5.6, 5.6]"
87,v6nwjtseqb43ots,禁闭岛,2010,['悬疑' '惊悚' '剧情'],"['心理与健康', '真相与谎言', '信任与背叛']","[10.0, 9.0, 8.0]","['心理', '健康', '真相', '谎言', '信任', '背叛']","['神秘', '危险', '敌人', '挫折']","[4.5, 4.5, 4.0, 3.5]"
88,v9eycg48tq76x13,魁拔,2011,['动作' '奇幻' '儿童' '冒险' '动画'],"['文化与传承', '神话与传说', '勇气与冒险', '成长与自我发现', '忠诚与团结']","[10.0, 9.0, 8.0, 7.0, 6.0]","['文化', '传承', '神话', '传说', '勇气', '冒险', '成长与自我发现', '忠诚', '团结']","['勇敢', '不屈不挠', '团结', '挫折', '敌人', '行动', '危险']","[3.6, 3.2, 2.8, 1.6, 1.4, 1.2, 1.2]"
89,mzc0020031rztx1,军火大劫案,2022,['悬疑' '动作'],"['忠诚与承诺', '勇气与冒险', '生死抉择', '团队合作', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]","['忠诚', '承诺', '勇气', '冒险', '生死抉择', '团队合作', '战争', '和平']","['勇敢', '不屈不挠', '团结', '现代', '危险', '敌人', '特工', '威胁']","[3.6, 3.6, 3.2, 2.7, 2.7, 2.4, 2.1, 2.1]"
90,yzbcluqjqrs0bbw,举起手来,2003,['战争' '喜剧' '搞笑'],"['勇气与冒险', '忠诚与团结', '冲突与和解', '友谊', '信任', '正义与邪恶']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['勇气', '冒险', '忠诚', '团结', '冲突', '和解', '友谊', '信任', '正义', '邪恶']","['勇敢', '团结', '爱国', '危险', '敌人', '军区', '纷争']","[3.6, 3.2, 3.2, 1.6, 1.4, 1.2, 1.2]"
91,yjko7f1b1muwdhe,致命魔术,2006,['剧情' '奇幻' '科幻' '悬疑' '惊悚'],"['信任与背叛', '牺牲与奉献', '真相与谎言', '竞争与合作']","[10.0, 9.0, 7.0, 6.0]","['信任', '背叛', '牺牲', '奉献', '真相', '谎言', '竞争', '合作']","['危险', '威胁', '敌人', '挫折', '纷争', '失误']","[4.5, 4.0, 3.5, 3.5, 3.0, 2.5]"
92,mzc00200tkvwr0s,海底小纵队：洞穴大冒险,2020,['冒险' '喜剧' '动画'],"['环境与自然', '友谊', '勇气与冒险', '团队合作', '成长与自我发现', '动物与人类和谐共处']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['环境', '自然', '友谊', '勇气', '冒险', '团队合作', '成长与自我发现', '动物与人类和谐共处']","['勇气', '恐惧', '好奇', '紧张', '友爱', '冷酷']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
93,mzc00200c2weo26,无名,2022,['悬疑' '剧情' '历史'],"['忠诚与承诺', '牺牲和奉献', '历史与文明', '政治与权力', '守护与捍卫', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['忠诚', '承诺', '牺牲和奉献', '历史', '文明', '政治', '权力', '守护', '捍卫', '生死抉择']","['爱国', '敌人', '英勇', '团结', '危险', '特工', '纷争']","[3.3, 3.3, 2.97, 2.64, 2.64, 2.31, 2.31]"
94,mzc00200s5izod5,深宅迷案,2021,['惊悚' '恐怖'],"['神秘与恐惧', '灵异现象', '家族秘密']","[10.0, 9.0, 8.0]","['神秘', '恐惧', '灵异现象', '家族秘密']","['危险', '威胁', '寻找', '敌人']","[4.0, 3.5, 3.0, 3.0]"
95,uiq0rxuywu508qr,功夫,2004,['搞笑' '动作' '奇幻' '喜剧' '犯罪'],"['自卑与自信', '勇敢面对困境', '邻里关系', '江湖武侠', '正义与邪恶', '社会底层']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['自卑', '自信', '勇敢面对困境', '邻里关系', '江湖武侠', '正义', '邪恶', '社会底层']","['成长', '勇敢', '友谊', '挫折', '威胁', '危险']","[4.5, 4.0, 3.5, 0.6, 0.4, 0.2]"
96,yri5vp8ou61cypl,银河护卫队3,2022,['动作' '惊悚' '喜剧' '科幻' '冒险'],"['家庭与团圆', '牺牲与奉献', '团队合作', '信任与背叛', '成长与自我发现', '勇敢面对困境']","[9.5, 9.0, 8.5, 8.0, 7.5, 7.0]","['家庭', '团圆', '牺牲', '奉献', '团队合作', '信任', '背叛', '成长与自我发现', '勇敢面对困境']","['友谊', '团结', '勇敢', '危险', '敌人', '寻找', '挫折']","[3.6, 3.2, 2.8, 1.6, 0.8, 0.6, 0.6]"
97,mzc002005bx1q2u,王牌女保镖之极速守护,2021,['剧情' '动作'],"['女性力量与平等', '勇气与冒险', '自信', '团队合作', '信任与背叛']","[10.0, 9.0, 8.0, 6.0, 5.0]","['女性力量与平等', '勇气', '冒险', '自信', '团队合作', '信任', '背叛']","['勇气', '背叛', '敬意', '挑战', '希望', '痛苦']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
98,ndp227v6fdlk82h,侦察兵,1974,['战争'],"['团队合作', '忠诚与承诺', '勇气与冒险', '信念与坚持']","[9.0, 8.0, 8.0, 7.0]","['团队合作', '忠诚', '承诺', '勇气', '冒险', '信念', '坚持']","['爱国', '勇敢', '团结', '敌人', '危险']","[5.0, 4.5, 4.0, 1.4, 1.2]"
99,vel99iky5q7xjwt,渡江侦察记,1954,['战争' '剧情'],"['战争与和平', '忠诚与承诺', '团队合作', '勇气与冒险']","[10.0, 9.0, 8.0, 7.0]","['战争', '和平', '忠诚', '承诺', '团队合作', '勇气', '冒险']","['团结', '英勇', '奉献', '危险', '敌人', '军区', '挫折']","[4.5, 4.0, 3.5, 1.8, 1.6, 1.2, 1.2]"
100,zm91ry6rctntum8,熊出没·奇幻空间,2017,['搞笑' '奇幻' '儿童' '家庭' '冒险' '动画'],"['环保意识', '勇敢面对困境', '友谊', '团队合作', '自我成长']","[9.0, 8.0, 8.0, 7.0, 7.0]","['环保意识', '勇敢面对困境', '友谊', '团队合作', '自我成长']","['欢乐', '快乐', '温馨']","[5.0, 4.5, 4.0]"
101,e3pdjwjjbbcmsow,唐伯虎点秋香,1993,['喜剧' '搞笑' '爱情' '古装'],"['忠诚与团结', '真爱与选择']","[10.0, 9.0]","['忠诚', '团结', '真爱', '选择']","['欢乐', '勇敢', '纷争']","[4.5, 3.5, 3.0]"
102,mzc00200ckwg9tt,海底小纵队：火焰之环,2021,['奇幻' '冒险' '动画'],"['环保意识', '团队合作', '勇敢面对困境', '成长与自我发现', '探索与冒险', '动物与人类和谐共处']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]","['环保意识', '团队合作', '勇敢面对困境', '成长与自我发现', '探索', '冒险', '动物与人类和谐共处']","['危险', '团结', '海洋', '威胁', '勇敢', '挫折', '友谊']","[3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.31]"
103,mzc00200ad2x0iv,完美的杀手,2017,['悬疑' '惊悚' '剧情' '犯罪'],"['复仇与救赎', '信任与背叛', '真相与谎言', '暗杀与黑暗世界']","[9.0, 9.0, 8.0, 8.0]","['复仇', '救赎', '信任', '背叛', '真相', '谎言', '暗杀与黑暗世界']","['回忆', '悲痛', '淡然', '失落', '平静', '绝望']","[5.0, 5.0, 4.5, 4.5, 4.0, 4.0]"
104,mzc0020077pz5qf,狂虎危城,2020,['动作' '奇幻' '灾难' '亲情' '武侠'],"['家庭与团圆', '自我与成长', '忠诚与团结', '勇气与冒险', '亲情与成长']","[10.0, 9.0, 8.0, 7.0, 6.0]","['家庭', '团圆', '自我', '成长', '忠诚', '团结', '勇气', '冒险', '亲情']","['危险', '友谊', '纷争', '勇敢', '威胁']","[2.97, 2.64, 2.64, 2.31, 2.31]"
105,mzc00200vz1bv25,精灵旅社4：变身大冒险,2022,['奇幻' '冒险' '喜剧' '动画'],"['友情与成长', '家庭与团圆', '亲情与成长', '探索与冒险', '勇气与冒险', '变身与适应']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]","['友情', '成长', '家庭', '团圆', '亲情', '探索', '冒险', '勇气', '变身', '适应']","['欢乐', '友谊', '勇敢']","[5.4, 4.8, 4.2]"
106,e5qmd3z5jr0uigk,赌侠,1990,['剧情' '喜剧' '动作' '搞笑'],"['成长与自我发现', '忠诚与团结', '友谊', '诚实与信任', '勇气与冒险', '正义与邪恶']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['成长与自我发现', '忠诚', '团结', '友谊', '诚实', '信任', '勇气', '冒险', '正义', '邪恶']","['欢乐', '友谊', '勇敢']","[5.4, 4.8, 4.2]"
107,vehyv3t0ith3r55,变形金刚2,2009,['科幻' '冒险' '动作'],"['人类与机器人的关系', '科技与未来', '英雄与责任', '团队合作', '友情与信任', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['人类与机器人的关系', '科技', '未来', '英雄', '责任', '团队合作', '友情', '信任', '战争', '和平']","['勇气', '恐惧', '壮志', '悲壮', '荣耀', '痛苦']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
108,f0xkmuqkpmxku1i,碟中谍,1996,['悬疑' '惊悚' '冒险' '动作'],"['信任与背叛', '团队合作', '信任与背叛', '政治阴谋', '勇敢面对困境']","[10.0, 9.0, 8.0, 7.0, 6.0]","['信任', '背叛', '团队合作', '政治阴谋', '勇敢面对困境']","['危险', '不屈不挠', '特工', '敌人', '勇敢', '现代', '纷争', '英勇']","[3.333, 3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333]"
109,gl4xpb4qp1lz30j,小马宝莉大电影,2017,['歌舞' '喜剧' '儿童' '家庭' '冒险' '音乐' '动画'],"['团结', '团队合作', '勇气与冒险', '乐观与积极', '音乐与情感', '自我成长']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['团结', '团队合作', '勇气', '冒险', '乐观', '积极', '音乐', '情感', '自我成长']","['快乐', '欢乐', '友爱']","[10.0, 9.0, 8.0]"
110,mzc00200np6jw8p,个十百千万,,['纪录片'],['团队合作'],[10.0],['团队合作'],"['爱国', '团结', '奉献']","[5.0, 4.5, 4.0]"
111,9uu93gnec8z5x76,1917,2019,['战争' '剧情'],"['生死抉择', '勇气与冒险', '战争与和平', '忠诚与团结', '牺牲与奉献', '团队合作']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]","['生死抉择', '勇气', '冒险', '战争', '和平', '忠诚', '团结', '牺牲', '奉献', '团队合作']","['危险', '敌人', '勇敢', '英勇', '军区', '威胁', '不屈不挠']","[3.4, 3.06, 2.97, 2.97, 2.72, 2.72, 2.64]"
112,mzc00200nghghgg,刺猬索尼克2,2022,['动作' '喜剧' '科幻' '冒险' '动画'],"['友情与成长', '英雄成长', '团队合作', '勇气与挑战', '英雄与责任']","[9.0, 8.0, 8.0, 7.0, 6.0]","['友情', '成长', '英雄成长', '团队合作', '勇气', '挑战', '英雄', '责任']","['成长', '危险', '友谊', '勇敢', '敌人', '寻找', '威胁']","[3.0, 3.0, 2.667, 2.333, 2.333, 2.0, 2.0]"
113,vjrvzv3s517g6m8,寻梦环游记,2017,['奇幻' '喜剧' '亲情' '家庭' '冒险' '音乐' '动画'],"['文化与传承', '自我与成长', '家庭与团圆', '亲情与成长', '教育', '忠诚与承诺']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['文化', '传承', '自我', '成长', '家庭', '团圆', '亲情', '教育', '忠诚', '承诺']","['成长', '欢乐']","[4.0, 3.5]"
114,1bnyfttijufe0cq,战狼,2015,['战争' '动作'],"['家国情怀', '忠诚与团结', '勇气与冒险', '国家荣誉与使命', '牺牲与奉献']","[10.0, 9.0, 8.0, 7.0, 6.0]","['家国情怀', '忠诚', '团结', '勇气', '冒险', '国家荣誉与使命', '牺牲', '奉献']","['勇敢', '英勇', '不屈不挠', '军事', '特种兵', '危险', '挫折', '纷争']","[3.333, 3.333, 3.333, 3.333, 3.333, 3.333, 3.333, 3.333]"
115,i6vx35nh3gq7j53,夜战风云,2017,['犯罪' '动作' '搞笑'],"['警匪对决', '正义与邪恶', '团队合作', '勇气与冒险', '暗黑世界']","[10.0, 9.0, 8.0, 7.0, 6.0]","['警匪对决', '正义', '邪恶', '团队合作', '勇气', '冒险', '暗黑世界']","['勇敢', '友谊', '团结', '危险', '行动', '纷争', '警察', '敌人']","[3.6, 3.2, 2.8, 1.8, 1.6, 1.6, 1.4, 1.4]"
116,fse52rd4klx7qn2,大话西游之大圣娶亲·加长纪念版,1995,['爱情' '动作' '奇幻' '喜剧' '古装'],"['信任与背叛', '信任与背叛', '真爱与选择', '正义与邪恶']","[10.0, 9.0, 9.0, 8.0]","['信任', '背叛', '真爱', '选择', '正义', '邪恶']","['幽默', '喜悦', '欢笑']","[10.0, 9.0, 8.0]"
117,mzc00200wq4mcuu,新灰姑娘2,2022,['奇幻' '动画'],"['牺牲精神', '成长与自我发现', '勇气与冒险', '选择与责任']","[10.0, 9.0, 8.0, 7.0]","['牺牲精神', '成长与自我发现', '勇气', '冒险', '选择', '责任']","['友谊', '勇敢', '团结', '危险', '神秘', '敌人', '寻找', '挫折']","[3.6, 3.2, 2.8, 1.6, 1.2, 1.2, 1.0, 1.0]"
